"Scenario_Sales","Scenario_Lifetime","Scenario_Capacity","Scenario_Grid","Scenario_mpg","Scenario_Recycling","EV_kgCO2eq","EV_kgLithium","ICE_kgCO2eq","ICE_kgLithium","delta_co2","delta_li","metric"
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Reference","0%",10910936541166.9,2289592537.95224,24712973934394.2,23291.9954802822,-13802037393.2273,2289569245.95676,6.02822448702997
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Reference","20%",10926847322134,2021877276.16623,24712973934394.2,23291.9954802822,-13786126612.2602,2021853984.17075,6.81855698788975
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Reference","40%",10942758103101,1754162014.38023,24712973934394.2,23291.9954802822,-13770215831.2932,1754138722.38475,7.85012932875263
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Reference","60%",10958668884068,1486446752.59423,24712973934394.2,23291.9954802822,-13754305050.3262,1486423460.59875,9.25328845710346
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Reference","80%",10974579665035,1218731490.80823,24712973934394.2,23291.9954802822,-13738394269.3591,1218708198.81275,11.2729152743396
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Improved MPG","0%",12401708000077.5,2289592524.75338,22858579636336.8,23280.2850201366,-10456871636.2592,2289569244.46836,4.56717859113597
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Improved MPG","20%",12417618781044.6,2021877262.96737,22858579636336.8,23280.2850201366,-10440960855.2922,2021853982.68235,5.16405286668644
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Improved MPG","40%",12433529562011.6,1754162001.18137,22858579636336.8,23280.2850201366,-10425050074.3252,1754138720.89635,5.94311610030366
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Improved MPG","60%",12449440342978.6,1486446739.39537,22858579636336.8,23280.2850201366,-10409139293.3581,1486423459.11035,7.00280880899727
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Improved MPG","80%",12465351123945.6,1218731477.60937,22858579636336.8,23280.2850201366,-10393228512.3911,1218708197.32435,8.52806975058449
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Reference","0%",12401708000077.5,2289592524.75338,24712973934394.2,23291.9954802822,-12311265934.3167,2289569232.7579,5.37711013852468
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Reference","20%",12417618781044.6,2021877262.96737,24712973934394.2,23291.9954802822,-12295355153.3496,2021853970.97189,6.08122808564622
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Reference","40%",12433529562011.6,1754162001.18137,24712973934394.2,23291.9954802822,-12279444372.3826,1754138709.18589,7.00026988064221
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Reference","60%",12449440342978.6,1486446739.39537,24712973934394.2,23291.9954802822,-12263533591.4156,1486423447.39989,8.25036338929356
"Ambitious","Short LIB Duration","High LIB Capacity","High Oil and Gas Supply","Reference","80%",12465351123945.6,1218731477.60937,24712973934394.2,23291.9954802822,-12247622810.4485,1218708185.61389,10.0496763335344
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","0%",10557737136639.6,2289592561.25464,22858579636336.8,23280.2850201366,-12300842499.6972,2289569280.96961,5.37255745084414
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","20%",10573647917606.6,2021877299.46863,22858579636336.8,23280.2850201366,-12284931718.7301,2021854019.18361,6.07607255626228
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","40%",10589558698573.7,1754162037.68263,22858579636336.8,23280.2850201366,-12269020937.7631,1754138757.39761,6.99432749320531
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","60%",10605469479540.7,1486446775.89663,22858579636336.8,23280.2850201366,-12253110156.7961,1486423495.61161,8.24335069579506
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","80%",10621380260507.7,1218731514.11063,22858579636336.8,23280.2850201366,-12237199375.829,1218708233.82561,10.0411230811297
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Reference","0%",10557737136639.6,2289592561.25464,24712973934394.2,23291.9954802822,-14155236797.7546,2289569269.25916,6.18248898943985
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Reference","20%",10573647917606.6,2021877299.46863,24712973934394.2,23291.9954802822,-14139326016.7876,2021854007.47315,6.99324776394633
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Reference","40%",10589558698573.7,1754162037.68263,24712973934394.2,23291.9954802822,-14123415235.8205,1754138745.68715,8.0514812585637
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Reference","60%",10605469479540.7,1486446775.89663,24712973934394.2,23291.9954802822,-14107504454.8535,1486423483.90115,9.49090525522919
"Ambitious","Short LIB Duration","High LIB Capacity","Low Oil and Gas Supply","Reference","80%",10621380260507.7,1218731514.11063,24712973934394.2,23291.9954802822,-14091593673.8865,1218708222.11515,11.5627296330451
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Improved MPG","0%",11491091254834.1,2289592541.46461,22858579636336.8,23280.2850201366,-11367488381.5027,2289569261.17959,4.96490260165622
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Improved MPG","20%",11507002035801.1,2021877279.67861,22858579636336.8,23280.2850201366,-11351577600.5356,2021853999.39359,5.61443981807801
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Improved MPG","40%",11522912816768.2,1754162017.8926,22858579636336.8,23280.2850201366,-11335666819.5686,1754138737.60758,6.46224074330002
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Improved MPG","60%",11538823597735.2,1486446756.1066,22858579636336.8,23280.2850201366,-11319756038.6016,1486423475.82158,7.61543141825372
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Improved MPG","80%",11554734378702.2,1218731494.3206,22858579636336.8,23280.2850201366,-11303845257.6345,1218708214.03558,9.27526796607324
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Reference","0%",11491091254834.1,2289592541.46461,24712973934394.2,23291.9954802822,-13221882679.5601,2289569249.46913,5.7748341451676
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Reference","20%",11507002035801.1,2021877279.67861,24712973934394.2,23291.9954802822,-13205971898.5931,2021853987.68313,6.53161503206568
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Reference","40%",11522912816768.2,1754162017.8926,24712973934394.2,23291.9954802822,-13190061117.626,1754138725.89712,7.51939451703296
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Reference","60%",11538823597735.2,1486446756.1066,24712973934394.2,23291.9954802822,-13174150336.659,1486423464.11112,8.86298598935069
"Ambitious","Short LIB Duration","High LIB Capacity","Reference case","Reference","80%",11554734378702.2,1218731494.3206,24712973934394.2,23291.9954802822,-13158239555.692,1218708202.32512,10.7968745353383
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Improved MPG","0%",9822966892840.69,1779148896.04067,22858579636336.8,23280.2850201366,-13035612743.4961,1779125615.75565,7.32697715555032
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Improved MPG","20%",9835385998461.16,1571136458.83225,22858579636336.8,23280.2850201366,-13023193637.8756,1571113178.54723,8.28915053078341
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Improved MPG","40%",9847805104081.63,1363124021.62383,22858579636336.8,23280.2850201366,-13010774532.2551,1363100741.33881,9.54498382817709
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Improved MPG","60%",9860224209702.1,1155111584.41541,22858579636336.8,23280.2850201366,-12998355426.6347,1155088304.13039,11.2531270381276
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Improved MPG","80%",9872643315322.57,947099147.206983,22858579636336.8,23280.2850201366,-12985936321.0142,947075866.921963,13.711611471232
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Reference","0%",9822966892840.69,1779148896.04067,24712973934394.2,23291.9954802822,-14890007041.5535,1779125604.04519,8.36928376934046
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Reference","20%",9835385998461.16,1571136458.83225,24712973934394.2,23291.9954802822,-14877587935.933,1571113166.83677,9.46945659292454
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Reference","40%",9847805104081.63,1363124021.62383,24712973934394.2,23291.9954802822,-14865168830.3125,1363100729.62835,10.9054074340974
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Reference","60%",9860224209702.1,1155111584.41541,24712973934394.2,23291.9954802822,-14852749724.6921,1155088292.41993,12.858540617337
"Ambitious","Short LIB Duration","Low LIB Capacity","Cambium NREL","Reference","80%",9872643315322.57,947099147.206983,24712973934394.2,23291.9954802822,-14840330619.0716,947075855.211503,15.6696325193059
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","0%",11313738351751.3,1779148882.84182,22858579636336.8,23280.2850201366,-11544841284.5855,1779125602.5568,6.48905353730747
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","20%",11326157457371.8,1571136445.63339,22858579636336.8,23280.2850201366,-11532422178.965,1571113165.34837,7.34028740469999
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","40%",11338576562992.2,1363124008.42497,22858579636336.8,23280.2850201366,-11520003073.3445,1363100728.13995,8.45132192766444
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","60%",11350995668612.7,1155111571.21655,22858579636336.8,23280.2850201366,-11507583967.7241,1155088290.93153,9.96251460435435
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","80%",11363414774233.2,947099134.008125,22858579636336.8,23280.2850201366,-11495164862.1036,947075853.723105,12.1375334582909
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Reference","0%",11313738351751.3,1779148882.84182,24712973934394.2,23291.9954802822,-13399235582.6429,1779125590.84634,7.53136015331488
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Reference","20%",11326157457371.8,1571136445.63339,24712973934394.2,23291.9954802822,-13386816477.0224,1571113153.63791,8.52059346968437
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Reference","40%",11338576562992.2,1363124008.42497,24712973934394.2,23291.9954802822,-13374397371.4019,1363100716.42949,9.81174553736196
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Reference","60%",11350995668612.7,1155111571.21655,24712973934394.2,23291.9954802822,-13361978265.7815,1155088279.22107,11.5679281888239
"Ambitious","Short LIB Duration","Low LIB Capacity","High Oil and Gas Supply","Reference","80%",11363414774233.2,947099134.008125,24712973934394.2,23291.9954802822,-13349559160.161,947075842.012644,14.0955545141893
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","0%",9469767488313.36,1779148919.34308,22858579636336.8,23280.2850201366,-13388812148.0234,1779125639.05806,7.52550120918498
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","20%",9482186593933.83,1571136482.13465,22858579636336.8,23280.2850201366,-13376393042.4029,1571113201.84963,8.51395878199943
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","40%",9494605699554.3,1363124044.92623,22858579636336.8,23280.2850201366,-13363973936.7825,1363100764.64121,9.80409833479924
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","60%",9507024805174.78,1155111607.71781,22858579636336.8,23280.2850201366,-13351554831.162,1155088327.43279,11.5589037773727
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","80%",9519443910795.25,947099170.509384,22858579636336.8,23280.2850201366,-13339135725.5415,947075890.224363,14.0845478838886
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Reference","0%",9469767488313.36,1779148919.34308,24712973934394.2,23291.9954802822,-15243206446.0808,1779125627.34759,8.56780781063005
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Reference","20%",9482186593933.83,1571136482.13465,24712973934394.2,23291.9954802822,-15230787340.4603,1571113190.13917,9.69426482831016
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Reference","40%",9494605699554.3,1363124044.92623,24712973934394.2,23291.9954802822,-15218368234.8399,1363100752.93075,11.164521919689
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Reference","60%",9507024805174.78,1155111607.71781,24712973934394.2,23291.9954802822,-15205949129.2194,1155088315.72233,13.164317327295
"Ambitious","Short LIB Duration","Low LIB Capacity","Low Oil and Gas Supply","Reference","80%",9519443910795.25,947099170.509384,24712973934394.2,23291.9954802822,-15193530023.5989,947075878.513903,16.0425688883976
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Improved MPG","0%",10403121606507.9,1779148899.55305,22858579636336.8,23280.2850201366,-12455458029.8289,1779125619.26803,7.00088734316206
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Improved MPG","20%",10415540712128.3,1571136462.34463,22858579636336.8,23280.2850201366,-12443038924.2084,1571113182.05961,7.91988703697119
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Improved MPG","40%",10427959817748.8,1363124025.1362,22858579636336.8,23280.2850201366,-12430619818.588,1363100744.85118,9.11936983788023
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Improved MPG","60%",10440378923369.3,1155111587.92778,22858579636336.8,23280.2850201366,-12418200712.9675,1155088307.64276,10.750866951731
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Improved MPG","80%",10452798028989.7,947099150.719358,22858579636336.8,23280.2850201366,-12405781607.347,947075870.434338,13.0990367241197
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Reference","0%",10403121606507.9,1779148899.55305,24712973934394.2,23291.9954802822,-14309852327.8863,1779125607.55757,8.0431939527481
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Reference","20%",10415540712128.3,1571136462.34463,24712973934394.2,23291.9954802822,-14297433222.2659,1571113170.34915,9.10019309372128
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Reference","40%",10427959817748.8,1363124025.1362,24712973934394.2,23291.9954802822,-14285014116.6454,1363100733.14072,10.4797934366386
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Reference","60%",10440378923369.3,1155111587.92778,24712973934394.2,23291.9954802822,-14272595011.0249,1155088295.9323,12.3562805209667
"Ambitious","Short LIB Duration","Low LIB Capacity","Reference case","Reference","80%",10452798028989.7,947099150.719358,24712973934394.2,23291.9954802822,-14260175905.4044,947075858.723878,15.0570577573576
