"Scenario","Year","Vehicle","age","modelYear","LIB"
"Ambitious-Short",2050,"Vans",21,2029,167
"Ambitious-Short",2050,"Vans",22,2028,61
"Ambitious-Short",2050,"Vans",23,2027,21
"Ambitious-Short",2050,"Vans",24,2026,7
"Ambitious-Long",2024,"Vans",0,2024,9
"Ambitious-Long",2025,"Vans",0,2025,15
"Ambitious-Long",2025,"Vans",1,2024,14
"Ambitious-Long",2026,"Vans",0,2026,18
"Ambitious-Long",2026,"Vans",1,2025,24
"Ambitious-Long",2026,"Vans",2,2024,21
"Ambitious-Long",2027,"Vans",0,2027,22
"Ambitious-Long",2027,"Vans",1,2026,29
"Ambitious-Long",2027,"Vans",2,2025,37
"Ambitious-Long",2027,"Vans",3,2024,34
"Ambitious-Long",2028,"Vans",0,2028,27
"Ambitious-Long",2028,"Vans",1,2027,34
"Ambitious-Long",2028,"Vans",2,2026,45
"Ambitious-Long",2028,"Vans",3,2025,59
"Ambitious-Long",2028,"Vans",4,2024,53
"Ambitious-Long",2029,"Vans",0,2029,31
"Ambitious-Long",2029,"Vans",1,2028,43
"Ambitious-Long",2029,"Vans",2,2027,54
"Ambitious-Long",2029,"Vans",3,2026,71
"Ambitious-Long",2029,"Vans",4,2025,92
"Ambitious-Long",2029,"Vans",5,2024,83
"Ambitious-Long",2030,"Vans",0,2030,37
"Ambitious-Long",2030,"Vans",1,2029,49
"Ambitious-Long",2030,"Vans",2,2028,67
"Ambitious-Long",2030,"Vans",3,2027,85
"Ambitious-Long",2030,"Vans",4,2026,112
"Ambitious-Long",2030,"Vans",5,2025,144
"Ambitious-Long",2030,"Vans",6,2024,131
"Ambitious-Long",2031,"Vans",0,2031,39
"Ambitious-Long",2031,"Vans",1,2030,58
"Ambitious-Long",2031,"Vans",2,2029,78
"Ambitious-Long",2031,"Vans",3,2028,105
"Ambitious-Long",2031,"Vans",4,2027,133
"Ambitious-Long",2031,"Vans",5,2026,176
"Ambitious-Long",2031,"Vans",6,2025,226
"Ambitious-Long",2031,"Vans",7,2024,204
"Ambitious-Long",2032,"Vans",0,2032,40
"Ambitious-Long",2032,"Vans",1,2031,61
"Ambitious-Long",2032,"Vans",2,2030,91
"Ambitious-Long",2032,"Vans",3,2029,122
"Ambitious-Long",2032,"Vans",4,2028,165
"Ambitious-Long",2032,"Vans",5,2027,209
"Ambitious-Long",2032,"Vans",6,2026,276
"Ambitious-Long",2032,"Vans",7,2025,354
"Ambitious-Long",2032,"Vans",8,2024,318
"Ambitious-Long",2033,"Vans",0,2033,42
"Ambitious-Long",2033,"Vans",1,2032,63
"Ambitious-Long",2033,"Vans",2,2031,96
"Ambitious-Long",2033,"Vans",3,2030,142
"Ambitious-Long",2033,"Vans",4,2029,192
"Ambitious-Long",2033,"Vans",5,2028,260
"Ambitious-Long",2033,"Vans",6,2027,327
"Ambitious-Long",2033,"Vans",7,2026,431
"Ambitious-Long",2033,"Vans",8,2025,552
"Ambitious-Long",2033,"Vans",9,2024,493
"Ambitious-Long",2034,"Vans",0,2034,48
"Ambitious-Long",2034,"Vans",1,2033,67
"Ambitious-Long",2034,"Vans",2,2032,99
"Ambitious-Long",2034,"Vans",3,2031,151
"Ambitious-Long",2034,"Vans",4,2030,224
"Ambitious-Long",2034,"Vans",5,2029,302
"Ambitious-Long",2034,"Vans",6,2028,407
"Ambitious-Long",2034,"Vans",7,2027,512
"Ambitious-Long",2034,"Vans",8,2026,673
"Ambitious-Long",2034,"Vans",9,2025,854
"Ambitious-Long",2034,"Vans",10,2024,756
"Ambitious-Long",2035,"Vans",0,2035,53
"Ambitious-Long",2035,"Vans",1,2034,75
"Ambitious-Long",2035,"Vans",2,2033,105
"Ambitious-Long",2035,"Vans",3,2032,155
"Ambitious-Long",2035,"Vans",4,2031,237
"Ambitious-Long",2035,"Vans",5,2030,352
"Ambitious-Long",2035,"Vans",6,2029,473
"Ambitious-Long",2035,"Vans",7,2028,638
"Ambitious-Long",2035,"Vans",8,2027,799
"Ambitious-Long",2035,"Vans",9,2026,1045
"Ambitious-Long",2035,"Vans",10,2025,1314
"Ambitious-Long",2035,"Vans",11,2024,1145
"Ambitious-Long",2036,"Vans",0,2036,54
"Ambitious-Long",2036,"Vans",1,2035,84
"Ambitious-Long",2036,"Vans",2,2034,118
"Ambitious-Long",2036,"Vans",3,2033,165
"Ambitious-Long",2036,"Vans",4,2032,243
"Ambitious-Long",2036,"Vans",5,2031,372
"Ambitious-Long",2036,"Vans",6,2030,551
"Ambitious-Long",2036,"Vans",7,2029,741
"Ambitious-Long",2036,"Vans",8,2028,995
"Ambitious-Long",2036,"Vans",9,2027,1241
"Ambitious-Long",2036,"Vans",10,2026,1610
"Ambitious-Long",2036,"Vans",11,2025,1990
"Ambitious-Long",2036,"Vans",12,2024,1699
"Ambitious-Long",2037,"Vans",0,2037,54
"Ambitious-Long",2037,"Vans",1,2036,85
"Ambitious-Long",2037,"Vans",2,2035,132
"Ambitious-Long",2037,"Vans",3,2034,186
"Ambitious-Long",2037,"Vans",4,2033,259
"Ambitious-Long",2037,"Vans",5,2032,382
"Ambitious-Long",2037,"Vans",6,2031,583
"Ambitious-Long",2037,"Vans",7,2030,863
"Ambitious-Long",2037,"Vans",8,2029,1156
"Ambitious-Long",2037,"Vans",9,2028,1545
"Ambitious-Long",2037,"Vans",10,2027,1912
"Ambitious-Long",2037,"Vans",11,2026,2440
"Ambitious-Long",2037,"Vans",12,2025,2953
"Ambitious-Long",2037,"Vans",13,2024,2444
"Ambitious-Long",2038,"Vans",0,2038,55
"Ambitious-Long",2038,"Vans",1,2037,86
"Ambitious-Long",2038,"Vans",2,2036,133
"Ambitious-Long",2038,"Vans",3,2035,208
"Ambitious-Long",2038,"Vans",4,2034,293
"Ambitious-Long",2038,"Vans",5,2033,406
"Ambitious-Long",2038,"Vans",6,2032,599
"Ambitious-Long",2038,"Vans",7,2031,912
"Ambitious-Long",2038,"Vans",8,2030,1346
"Ambitious-Long",2038,"Vans",9,2029,1794
"Ambitious-Long",2038,"Vans",10,2028,2380
"Ambitious-Long",2038,"Vans",11,2027,2898
"Ambitious-Long",2038,"Vans",12,2026,3619
"Ambitious-Long",2038,"Vans",13,2025,4247
"Ambitious-Long",2038,"Vans",14,2024,3361
"Ambitious-Long",2039,"Vans",0,2039,56
"Ambitious-Long",2039,"Vans",1,2038,87
"Ambitious-Long",2039,"Vans",2,2037,135
"Ambitious-Long",2039,"Vans",3,2036,210
"Ambitious-Long",2039,"Vans",4,2035,327
"Ambitious-Long",2039,"Vans",5,2034,459
"Ambitious-Long",2039,"Vans",6,2033,637
"Ambitious-Long",2039,"Vans",7,2032,938
"Ambitious-Long",2039,"Vans",8,2031,1423
"Ambitious-Long",2039,"Vans",9,2030,2090
"Ambitious-Long",2039,"Vans",10,2029,2764
"Ambitious-Long",2039,"Vans",11,2028,3610
"Ambitious-Long",2039,"Vans",12,2027,4299
"Ambitious-Long",2039,"Vans",13,2026,5206
"Ambitious-Long",2039,"Vans",14,2025,5840
"Ambitious-Long",2039,"Vans",15,2024,4339
"Ambitious-Long",2040,"Vans",0,2040,56
"Ambitious-Long",2040,"Vans",1,2039,87
"Ambitious-Long",2040,"Vans",2,2038,136
"Ambitious-Long",2040,"Vans",3,2037,212
"Ambitious-Long",2040,"Vans",4,2036,330
"Ambitious-Long",2040,"Vans",5,2035,513
"Ambitious-Long",2040,"Vans",6,2034,720
"Ambitious-Long",2040,"Vans",7,2033,997
"Ambitious-Long",2040,"Vans",8,2032,1464
"Ambitious-Long",2040,"Vans",9,2031,2209
"Ambitious-Long",2040,"Vans",10,2030,3219
"Ambitious-Long",2040,"Vans",11,2029,4194
"Ambitious-Long",2040,"Vans",12,2028,5355
"Ambitious-Long",2040,"Vans",13,2027,6183
"Ambitious-Long",2040,"Vans",14,2026,7160
"Ambitious-Long",2040,"Vans",15,2025,7541
"Ambitious-Long",2040,"Vans",16,2024,5147
"Ambitious-Long",2041,"Vans",0,2041,57
"Ambitious-Long",2041,"Vans",1,2040,88
"Ambitious-Long",2041,"Vans",2,2039,137
"Ambitious-Long",2041,"Vans",3,2038,214
"Ambitious-Long",2041,"Vans",4,2037,333
"Ambitious-Long",2041,"Vans",5,2036,518
"Ambitious-Long",2041,"Vans",6,2035,805
"Ambitious-Long",2041,"Vans",7,2034,1127
"Ambitious-Long",2041,"Vans",8,2033,1555
"Ambitious-Long",2041,"Vans",9,2032,2272
"Ambitious-Long",2041,"Vans",10,2031,3404
"Ambitious-Long",2041,"Vans",11,2030,4885
"Ambitious-Long",2041,"Vans",12,2029,6219
"Ambitious-Long",2041,"Vans",13,2028,7702
"Ambitious-Long",2041,"Vans",14,2027,8501
"Ambitious-Long",2041,"Vans",15,2026,9245
"Ambitious-Long",2041,"Vans",16,2025,8947
"Ambitious-Long",2041,"Vans",17,2024,5488
"Ambitious-Long",2042,"Vans",0,2042,57
"Ambitious-Long",2042,"Vans",1,2041,89
"Ambitious-Long",2042,"Vans",2,2040,139
"Ambitious-Long",2042,"Vans",3,2039,216
"Ambitious-Long",2042,"Vans",4,2038,336
"Ambitious-Long",2042,"Vans",5,2037,523
"Ambitious-Long",2042,"Vans",6,2036,812
"Ambitious-Long",2042,"Vans",7,2035,1259
"Ambitious-Long",2042,"Vans",8,2034,1759
"Ambitious-Long",2042,"Vans",9,2033,2414
"Ambitious-Long",2042,"Vans",10,2032,3500
"Ambitious-Long",2042,"Vans",11,2031,5164
"Ambitious-Long",2042,"Vans",12,2030,7245
"Ambitious-Long",2042,"Vans",13,2029,8943
"Ambitious-Long",2042,"Vans",14,2028,10589
"Ambitious-Long",2042,"Vans",15,2027,10975
"Ambitious-Long",2042,"Vans",16,2026,10972
"Ambitious-Long",2042,"Vans",17,2025,9541
"Ambitious-Long",2042,"Vans",18,2024,5157
"Ambitious-Long",2043,"Vans",0,2043,57
"Ambitious-Long",2043,"Vans",1,2042,90
"Ambitious-Long",2043,"Vans",2,2041,140
"Ambitious-Long",2043,"Vans",3,2040,219
"Ambitious-Long",2043,"Vans",4,2039,340
"Ambitious-Long",2043,"Vans",5,2038,528
"Ambitious-Long",2043,"Vans",6,2037,819
"Ambitious-Long",2043,"Vans",7,2036,1270
"Ambitious-Long",2043,"Vans",8,2035,1965
"Ambitious-Long",2043,"Vans",9,2034,2730
"Ambitious-Long",2043,"Vans",10,2033,3719
"Ambitious-Long",2043,"Vans",11,2032,5311
"Ambitious-Long",2043,"Vans",12,2031,7658
"Ambitious-Long",2043,"Vans",13,2030,10417
"Ambitious-Long",2043,"Vans",14,2029,12295
"Ambitious-Long",2043,"Vans",15,2028,13670
"Ambitious-Long",2043,"Vans",16,2027,13022
"Ambitious-Long",2043,"Vans",17,2026,11703
"Ambitious-Long",2043,"Vans",18,2025,8967
"Ambitious-Long",2043,"Vans",19,2024,4217
"Ambitious-Long",2044,"Vans",0,2044,58
"Ambitious-Long",2044,"Vans",1,2043,90
"Ambitious-Long",2044,"Vans",2,2042,141
"Ambitious-Long",2044,"Vans",3,2041,220
"Ambitious-Long",2044,"Vans",4,2040,344
"Ambitious-Long",2044,"Vans",5,2039,533
"Ambitious-Long",2044,"Vans",6,2038,828
"Ambitious-Long",2044,"Vans",7,2037,1282
"Ambitious-Long",2044,"Vans",8,2036,1982
"Ambitious-Long",2044,"Vans",9,2035,3050
"Ambitious-Long",2044,"Vans",10,2034,4206
"Ambitious-Long",2044,"Vans",11,2033,5643
"Ambitious-Long",2044,"Vans",12,2032,7876
"Ambitious-Long",2044,"Vans",13,2031,11011
"Ambitious-Long",2044,"Vans",14,2030,14320
"Ambitious-Long",2044,"Vans",15,2029,15871
"Ambitious-Long",2044,"Vans",16,2028,16219
"Ambitious-Long",2044,"Vans",17,2027,13888
"Ambitious-Long",2044,"Vans",18,2026,11002
"Ambitious-Long",2044,"Vans",19,2025,7335
"Ambitious-Long",2044,"Vans",20,2024,2993
"Ambitious-Long",2045,"Vans",0,2045,58
"Ambitious-Long",2045,"Vans",1,2044,91
"Ambitious-Long",2045,"Vans",2,2043,142
"Ambitious-Long",2045,"Vans",3,2042,222
"Ambitious-Long",2045,"Vans",4,2041,346
"Ambitious-Long",2045,"Vans",5,2040,539
"Ambitious-Long",2045,"Vans",6,2039,836
"Ambitious-Long",2045,"Vans",7,2038,1296
"Ambitious-Long",2045,"Vans",8,2037,2001
"Ambitious-Long",2045,"Vans",9,2036,3076
"Ambitious-Long",2045,"Vans",10,2035,4699
"Ambitious-Long",2045,"Vans",11,2034,6386
"Ambitious-Long",2045,"Vans",12,2033,8368
"Ambitious-Long",2045,"Vans",13,2032,11323
"Ambitious-Long",2045,"Vans",14,2031,15136
"Ambitious-Long",2045,"Vans",15,2030,18484
"Ambitious-Long",2045,"Vans",16,2029,18830
"Ambitious-Long",2045,"Vans",17,2028,17297
"Ambitious-Long",2045,"Vans",18,2027,13055
"Ambitious-Long",2045,"Vans",19,2026,9002
"Ambitious-Long",2045,"Vans",20,2025,5208
"Ambitious-Long",2045,"Vans",21,2024,1860
"Ambitious-Long",2046,"Vans",0,2046,59
"Ambitious-Long",2046,"Vans",1,2045,92
"Ambitious-Long",2046,"Vans",2,2044,143
"Ambitious-Long",2046,"Vans",3,2043,223
"Ambitious-Long",2046,"Vans",4,2042,348
"Ambitious-Long",2046,"Vans",5,2041,543
"Ambitious-Long",2046,"Vans",6,2040,846
"Ambitious-Long",2046,"Vans",7,2039,1308
"Ambitious-Long",2046,"Vans",8,2038,2022
"Ambitious-Long",2046,"Vans",9,2037,3105
"Ambitious-Long",2046,"Vans",10,2036,4739
"Ambitious-Long",2046,"Vans",11,2035,7135
"Ambitious-Long",2046,"Vans",12,2034,9469
"Ambitious-Long",2046,"Vans",13,2033,12031
"Ambitious-Long",2046,"Vans",14,2032,15564
"Ambitious-Long",2046,"Vans",15,2031,19536
"Ambitious-Long",2046,"Vans",16,2030,21928
"Ambitious-Long",2046,"Vans",17,2029,20081
"Ambitious-Long",2046,"Vans",18,2028,16260
"Ambitious-Long",2046,"Vans",19,2027,10681
"Ambitious-Long",2046,"Vans",20,2026,6394
"Ambitious-Long",2046,"Vans",21,2025,3238
"Ambitious-Long",2046,"Vans",22,2024,1030
"Ambitious-Long",2047,"Vans",0,2047,59
"Ambitious-Long",2047,"Vans",1,2046,92
"Ambitious-Long",2047,"Vans",2,2045,144
"Ambitious-Long",2047,"Vans",3,2044,224
"Ambitious-Long",2047,"Vans",4,2043,351
"Ambitious-Long",2047,"Vans",5,2042,547
"Ambitious-Long",2047,"Vans",6,2041,851
"Ambitious-Long",2047,"Vans",7,2040,1324
"Ambitious-Long",2047,"Vans",8,2039,2041
"Ambitious-Long",2047,"Vans",9,2038,3139
"Ambitious-Long",2047,"Vans",10,2037,4784
"Ambitious-Long",2047,"Vans",11,2036,7197
"Ambitious-Long",2047,"Vans",12,2035,10581
"Ambitious-Long",2047,"Vans",13,2034,13614
"Ambitious-Long",2047,"Vans",14,2033,16538
"Ambitious-Long",2047,"Vans",15,2032,20088
"Ambitious-Long",2047,"Vans",16,2031,23175
"Ambitious-Long",2047,"Vans",17,2030,23384
"Ambitious-Long",2047,"Vans",18,2029,18877
"Ambitious-Long",2047,"Vans",19,2028,13305
"Ambitious-Long",2047,"Vans",20,2027,7587
"Ambitious-Long",2047,"Vans",21,2026,3976
"Ambitious-Long",2047,"Vans",22,2025,1793
"Ambitious-Long",2047,"Vans",23,2024,520
"Ambitious-Long",2048,"Vans",0,2048,59
"Ambitious-Long",2048,"Vans",1,2047,93
"Ambitious-Long",2048,"Vans",2,2046,145
"Ambitious-Long",2048,"Vans",3,2045,227
"Ambitious-Long",2048,"Vans",4,2044,352
"Ambitious-Long",2048,"Vans",5,2043,550
"Ambitious-Long",2048,"Vans",6,2042,857
"Ambitious-Long",2048,"Vans",7,2041,1332
"Ambitious-Long",2048,"Vans",8,2040,2065
"Ambitious-Long",2048,"Vans",9,2039,3168
"Ambitious-Long",2048,"Vans",10,2038,4836
"Ambitious-Long",2048,"Vans",11,2037,7265
"Ambitious-Long",2048,"Vans",12,2036,10671
"Ambitious-Long",2048,"Vans",13,2035,15212
"Ambitious-Long",2048,"Vans",14,2034,18714
"Ambitious-Long",2048,"Vans",15,2033,21346
"Ambitious-Long",2048,"Vans",16,2032,23830
"Ambitious-Long",2048,"Vans",17,2031,24713
"Ambitious-Long",2048,"Vans",18,2030,21981
"Ambitious-Long",2048,"Vans",19,2029,15446
"Ambitious-Long",2048,"Vans",20,2028,9452
"Ambitious-Long",2048,"Vans",21,2027,4718
"Ambitious-Long",2048,"Vans",22,2026,2201
"Ambitious-Long",2048,"Vans",23,2025,905
"Ambitious-Long",2048,"Vans",24,2024,245
"Ambitious-Long",2049,"Vans",0,2049,60
"Ambitious-Long",2049,"Vans",1,2048,94
"Ambitious-Long",2049,"Vans",2,2047,146
"Ambitious-Long",2049,"Vans",3,2046,228
"Ambitious-Long",2049,"Vans",4,2045,356
"Ambitious-Long",2049,"Vans",5,2044,553
"Ambitious-Long",2049,"Vans",6,2043,863
"Ambitious-Long",2049,"Vans",7,2042,1341
"Ambitious-Long",2049,"Vans",8,2041,2078
"Ambitious-Long",2049,"Vans",9,2040,3206
"Ambitious-Long",2049,"Vans",10,2039,4881
"Ambitious-Long",2049,"Vans",11,2038,7344
"Ambitious-Long",2049,"Vans",12,2037,10772
"Ambitious-Long",2049,"Vans",13,2036,15341
"Ambitious-Long",2049,"Vans",14,2035,20910
"Ambitious-Long",2049,"Vans",15,2034,24155
"Ambitious-Long",2049,"Vans",16,2033,25323
"Ambitious-Long",2049,"Vans",17,2032,25412
"Ambitious-Long",2049,"Vans",18,2031,23228
"Ambitious-Long",2049,"Vans",19,2030,17982
"Ambitious-Long",2049,"Vans",20,2029,10969
"Ambitious-Long",2049,"Vans",21,2028,5879
"Ambitious-Long",2049,"Vans",22,2027,2608
"Ambitious-Long",2049,"Vans",23,2026,1108
"Ambitious-Long",2049,"Vans",24,2025,424
"Ambitious-Long",2049,"Vans",25,2024,109
"Ambitious-Long",2050,"Vans",0,2050,60
"Ambitious-Long",2050,"Vans",1,2049,94
"Ambitious-Long",2050,"Vans",2,2048,147
"Ambitious-Long",2050,"Vans",3,2047,230
"Ambitious-Long",2050,"Vans",4,2046,358
"Ambitious-Long",2050,"Vans",5,2045,560
"Ambitious-Long",2050,"Vans",6,2044,868
"Ambitious-Long",2050,"Vans",7,2043,1351
"Ambitious-Long",2050,"Vans",8,2042,2092
"Ambitious-Long",2050,"Vans",9,2041,3226
"Ambitious-Long",2050,"Vans",10,2040,4938
"Ambitious-Long",2050,"Vans",11,2039,7412
"Ambitious-Long",2050,"Vans",12,2038,10889
"Ambitious-Long",2050,"Vans",13,2037,15485
"Ambitious-Long",2050,"Vans",14,2036,21086
"Ambitious-Long",2050,"Vans",15,2035,26988
"Ambitious-Long",2050,"Vans",16,2034,28656
"Ambitious-Long",2050,"Vans",17,2033,27004
"Ambitious-Long",2050,"Vans",18,2032,23886
"Ambitious-Long",2050,"Vans",19,2031,19003
"Ambitious-Long",2050,"Vans",20,2030,12772
"Ambitious-Long",2050,"Vans",21,2029,6821
"Ambitious-Long",2050,"Vans",22,2028,3254
"Ambitious-Long",2050,"Vans",23,2027,1317
"Ambitious-Long",2050,"Vans",24,2026,518
"Ambitious-Long",2050,"Vans",25,2025,190
"Ambitious-Long",2050,"Vans",26,2024,47
"Baseline-Reference",2022,"Cars",0,2022,631
"Baseline-Reference",2022,"Cars",1,2021,438
"Baseline-Reference",2022,"Cars",2,2020,371
"Baseline-Reference",2022,"Cars",3,2019,520
"Baseline-Reference",2022,"Cars",4,2018,752
"Baseline-Reference",2022,"Cars",5,2017,579
"Baseline-Reference",2022,"Cars",6,2016,2588
"Baseline-Reference",2023,"Cars",0,2023,713
"Baseline-Reference",2023,"Cars",1,2022,991
"Baseline-Reference",2023,"Cars",2,2021,687
"Baseline-Reference",2023,"Cars",3,2020,581
"Baseline-Reference",2023,"Cars",4,2019,813
"Baseline-Reference",2023,"Cars",5,2018,1170
"Baseline-Reference",2023,"Cars",6,2017,895
"Baseline-Reference",2023,"Cars",7,2016,3960
"Baseline-Reference",2024,"Cars",0,2024,904
"Baseline-Reference",2024,"Cars",1,2023,1120
"Baseline-Reference",2024,"Cars",2,2022,1556
"Baseline-Reference",2024,"Cars",3,2021,1076
"Baseline-Reference",2024,"Cars",4,2020,908
"Baseline-Reference",2024,"Cars",5,2019,1265
"Baseline-Reference",2024,"Cars",6,2018,1810
"Baseline-Reference",2024,"Cars",7,2017,1372
"Baseline-Reference",2024,"Cars",8,2016,5976
"Baseline-Reference",2025,"Cars",0,2025,1115
"Baseline-Reference",2025,"Cars",1,2024,1420
"Baseline-Reference",2025,"Cars",2,2023,1757
"Baseline-Reference",2025,"Cars",3,2022,2437
"Baseline-Reference",2025,"Cars",4,2021,1681
"Baseline-Reference",2025,"Cars",5,2020,1414
"Baseline-Reference",2025,"Cars",6,2019,1956
"Baseline-Reference",2025,"Cars",7,2018,2771
"Baseline-Reference",2025,"Cars",8,2017,2069
"Baseline-Reference",2025,"Cars",9,2016,8815
"Baseline-Reference",2026,"Cars",0,2026,1363
"Baseline-Reference",2026,"Cars",1,2025,1751
"Baseline-Reference",2026,"Cars",2,2024,2229
"Baseline-Reference",2026,"Cars",3,2023,2753
"Baseline-Reference",2026,"Cars",4,2022,3809
"Baseline-Reference",2026,"Cars",5,2021,2616
"Baseline-Reference",2026,"Cars",6,2020,2186
"Baseline-Reference",2026,"Cars",7,2019,2996
"Baseline-Reference",2026,"Cars",8,2018,4182
"Baseline-Reference",2026,"Cars",9,2017,3053
"Baseline-Reference",2026,"Cars",10,2016,12574
"Baseline-Reference",2027,"Cars",0,2027,1649
"Baseline-Reference",2027,"Cars",1,2026,2141
"Baseline-Reference",2027,"Cars",2,2025,2747
"Baseline-Reference",2027,"Cars",3,2024,3491
"Baseline-Reference",2027,"Cars",4,2023,4301
"Baseline-Reference",2027,"Cars",5,2022,5927
"Baseline-Reference",2027,"Cars",6,2021,4045
"Baseline-Reference",2027,"Cars",7,2020,3348
"Baseline-Reference",2027,"Cars",8,2019,4521
"Baseline-Reference",2027,"Cars",9,2018,6168
"Baseline-Reference",2027,"Cars",10,2017,4354
"Baseline-Reference",2027,"Cars",11,2016,17085
"Baseline-Reference",2028,"Cars",0,2028,1978
"Baseline-Reference",2028,"Cars",1,2027,2590
"Baseline-Reference",2028,"Cars",2,2026,3360
"Baseline-Reference",2028,"Cars",3,2025,4304
"Baseline-Reference",2028,"Cars",4,2024,5455
"Baseline-Reference",2028,"Cars",5,2023,6693
"Baseline-Reference",2028,"Cars",6,2022,9166
"Baseline-Reference",2028,"Cars",7,2021,6195
"Baseline-Reference",2028,"Cars",8,2020,5051
"Baseline-Reference",2028,"Cars",9,2019,6668
"Baseline-Reference",2028,"Cars",10,2018,8797
"Baseline-Reference",2028,"Cars",11,2017,5916
"Baseline-Reference",2028,"Cars",12,2016,21514
"Baseline-Reference",2029,"Cars",0,2029,2408
"Baseline-Reference",2029,"Cars",1,2028,3106
"Baseline-Reference",2029,"Cars",2,2027,4063
"Baseline-Reference",2029,"Cars",3,2026,5263
"Baseline-Reference",2029,"Cars",4,2025,6724
"Baseline-Reference",2029,"Cars",5,2024,8488
"Baseline-Reference",2029,"Cars",6,2023,10350
"Baseline-Reference",2029,"Cars",7,2022,14037
"Baseline-Reference",2029,"Cars",8,2021,9345
"Baseline-Reference",2029,"Cars",9,2020,7450
"Baseline-Reference",2029,"Cars",10,2019,9509
"Baseline-Reference",2029,"Cars",11,2018,11952
"Baseline-Reference",2029,"Cars",12,2017,7448
"Baseline-Reference",2029,"Cars",13,2016,24684
"Baseline-Reference",2030,"Cars",0,2030,2906
"Baseline-Reference",2030,"Cars",1,2029,3782
"Baseline-Reference",2030,"Cars",2,2028,4874
"Baseline-Reference",2030,"Cars",3,2027,6364
"Baseline-Reference",2030,"Cars",4,2026,8221
"Baseline-Reference",2030,"Cars",5,2025,10462
"Baseline-Reference",2030,"Cars",6,2024,13125
"Baseline-Reference",2030,"Cars",7,2023,15849
"Baseline-Reference",2030,"Cars",8,2022,21176
"Baseline-Reference",2030,"Cars",9,2021,13782
"Baseline-Reference",2030,"Cars",10,2020,10623
"Baseline-Reference",2030,"Cars",11,2019,12918
"Baseline-Reference",2030,"Cars",12,2018,15045
"Baseline-Reference",2030,"Cars",13,2017,8544
"Baseline-Reference",2030,"Cars",14,2016,25236
"Baseline-Reference",2031,"Cars",0,2031,3053
"Baseline-Reference",2031,"Cars",1,2030,4564
"Baseline-Reference",2031,"Cars",2,2029,5933
"Baseline-Reference",2031,"Cars",3,2028,7634
"Baseline-Reference",2031,"Cars",4,2027,9940
"Baseline-Reference",2031,"Cars",5,2026,12790
"Baseline-Reference",2031,"Cars",6,2025,16176
"Baseline-Reference",2031,"Cars",7,2024,20097
"Baseline-Reference",2031,"Cars",8,2023,23907
"Baseline-Reference",2031,"Cars",9,2022,31228
"Baseline-Reference",2031,"Cars",10,2021,19650
"Baseline-Reference",2031,"Cars",11,2020,14427
"Baseline-Reference",2031,"Cars",12,2019,16257
"Baseline-Reference",2031,"Cars",13,2018,17254
"Baseline-Reference",2031,"Cars",14,2017,8732
"Baseline-Reference",2031,"Cars",15,2016,22590
"Baseline-Reference",2032,"Cars",0,2032,3209
"Baseline-Reference",2032,"Cars",1,2031,4795
"Baseline-Reference",2032,"Cars",2,2030,7161
"Baseline-Reference",2032,"Cars",3,2029,9293
"Baseline-Reference",2032,"Cars",4,2028,11926
"Baseline-Reference",2032,"Cars",5,2027,15461
"Baseline-Reference",2032,"Cars",6,2026,19772
"Baseline-Reference",2032,"Cars",7,2025,24764
"Baseline-Reference",2032,"Cars",8,2024,30313
"Baseline-Reference",2032,"Cars",9,2023,35251
"Baseline-Reference",2032,"Cars",10,2022,44525
"Baseline-Reference",2032,"Cars",11,2021,26687
"Baseline-Reference",2032,"Cars",12,2020,18155
"Baseline-Reference",2032,"Cars",13,2019,18641
