"Scenario","Year","Vehicle","age","modelYear","LIB"
"Baseline-Reference",2039,"Vans",1,2038,390
"Baseline-Reference",2039,"Vans",2,2037,580
"Baseline-Reference",2039,"Vans",3,2036,860
"Baseline-Reference",2039,"Vans",4,2035,1273
"Baseline-Reference",2039,"Vans",5,2034,1861
"Baseline-Reference",2039,"Vans",6,2033,2729
"Baseline-Reference",2039,"Vans",7,2032,4048
"Baseline-Reference",2039,"Vans",8,2031,5833
"Baseline-Reference",2039,"Vans",9,2030,8185
"Baseline-Reference",2039,"Vans",10,2029,9392
"Baseline-Reference",2039,"Vans",11,2028,10095
"Baseline-Reference",2039,"Vans",12,2027,10159
"Baseline-Reference",2039,"Vans",13,2026,9403
"Baseline-Reference",2039,"Vans",14,2025,7535
"Baseline-Reference",2039,"Vans",15,2024,5160
"Baseline-Reference",2040,"Vans",0,2040,275
"Baseline-Reference",2040,"Vans",1,2039,410
"Baseline-Reference",2040,"Vans",2,2038,612
"Baseline-Reference",2040,"Vans",3,2037,908
"Baseline-Reference",2040,"Vans",4,2036,1343
"Baseline-Reference",2040,"Vans",5,2035,1978
"Baseline-Reference",2040,"Vans",6,2034,2875
"Baseline-Reference",2040,"Vans",7,2033,4175
"Baseline-Reference",2040,"Vans",8,2032,6104
"Baseline-Reference",2040,"Vans",9,2031,8599
"Baseline-Reference",2040,"Vans",10,2030,11669
"Baseline-Reference",2040,"Vans",11,2029,12756
"Baseline-Reference",2040,"Vans",12,2028,12704
"Baseline-Reference",2040,"Vans",13,2027,11649
"Baseline-Reference",2040,"Vans",14,2026,9608
"Baseline-Reference",2040,"Vans",15,2025,6743
"Baseline-Reference",2040,"Vans",16,2024,4010
"Baseline-Reference",2041,"Vans",0,2041,289
"Baseline-Reference",2041,"Vans",1,2040,432
"Baseline-Reference",2041,"Vans",2,2039,643
"Baseline-Reference",2041,"Vans",3,2038,957
"Baseline-Reference",2041,"Vans",4,2037,1416
"Baseline-Reference",2041,"Vans",5,2036,2086
"Baseline-Reference",2041,"Vans",6,2035,3052
"Baseline-Reference",2041,"Vans",7,2034,4397
"Baseline-Reference",2041,"Vans",8,2033,6294
"Baseline-Reference",2041,"Vans",9,2032,8997
"Baseline-Reference",2041,"Vans",10,2031,12256
"Baseline-Reference",2041,"Vans",11,2030,15846
"Baseline-Reference",2041,"Vans",12,2029,16050
"Baseline-Reference",2041,"Vans",13,2028,14565
"Baseline-Reference",2041,"Vans",14,2027,11901
"Baseline-Reference",2041,"Vans",15,2026,8596
"Baseline-Reference",2041,"Vans",16,2025,5238
"Baseline-Reference",2041,"Vans",17,2024,2712
"Baseline-Reference",2042,"Vans",0,2042,302
"Baseline-Reference",2042,"Vans",1,2041,454
"Baseline-Reference",2042,"Vans",2,2040,676
"Baseline-Reference",2042,"Vans",3,2039,1006
"Baseline-Reference",2042,"Vans",4,2038,1493
"Baseline-Reference",2042,"Vans",5,2037,2199
"Baseline-Reference",2042,"Vans",6,2036,3218
"Baseline-Reference",2042,"Vans",7,2035,4663
"Baseline-Reference",2042,"Vans",8,2034,6623
"Baseline-Reference",2042,"Vans",9,2033,9272
"Baseline-Reference",2042,"Vans",10,2032,12820
"Baseline-Reference",2042,"Vans",11,2031,16639
"Baseline-Reference",2042,"Vans",12,2030,19934
"Baseline-Reference",2042,"Vans",13,2029,18398
"Baseline-Reference",2042,"Vans",14,2028,14878
"Baseline-Reference",2042,"Vans",15,2027,10646
"Baseline-Reference",2042,"Vans",16,2026,6676
"Baseline-Reference",2042,"Vans",17,2025,3541
"Baseline-Reference",2042,"Vans",18,2024,1616
"Baseline-Reference",2043,"Vans",0,2043,316
"Baseline-Reference",2043,"Vans",1,2042,475
"Baseline-Reference",2043,"Vans",2,2041,711
"Baseline-Reference",2043,"Vans",3,2040,1058
"Baseline-Reference",2043,"Vans",4,2039,1569
"Baseline-Reference",2043,"Vans",5,2038,2317
"Baseline-Reference",2043,"Vans",6,2037,3391
"Baseline-Reference",2043,"Vans",7,2036,4914
"Baseline-Reference",2043,"Vans",8,2035,7017
"Baseline-Reference",2043,"Vans",9,2034,9750
"Baseline-Reference",2043,"Vans",10,2033,13205
"Baseline-Reference",2043,"Vans",11,2032,17401
"Baseline-Reference",2043,"Vans",12,2031,20926
"Baseline-Reference",2043,"Vans",13,2030,22848
"Baseline-Reference",2043,"Vans",14,2029,18792
"Baseline-Reference",2043,"Vans",15,2028,13307
"Baseline-Reference",2043,"Vans",16,2027,8267
"Baseline-Reference",2043,"Vans",17,2026,4512
"Baseline-Reference",2043,"Vans",18,2025,2110
"Baseline-Reference",2043,"Vans",19,2024,866
"Baseline-Reference",2044,"Vans",0,2044,329
"Baseline-Reference",2044,"Vans",1,2043,496
"Baseline-Reference",2044,"Vans",2,2042,744
"Baseline-Reference",2044,"Vans",3,2041,1112
"Baseline-Reference",2044,"Vans",4,2040,1649
"Baseline-Reference",2044,"Vans",5,2039,2434
"Baseline-Reference",2044,"Vans",6,2038,3572
"Baseline-Reference",2044,"Vans",7,2037,5175
"Baseline-Reference",2044,"Vans",8,2036,7390
"Baseline-Reference",2044,"Vans",9,2035,10319
"Baseline-Reference",2044,"Vans",10,2034,13876
"Baseline-Reference",2044,"Vans",11,2033,17914
"Baseline-Reference",2044,"Vans",12,2032,21876
"Baseline-Reference",2044,"Vans",13,2031,23977
"Baseline-Reference",2044,"Vans",14,2030,23333
"Baseline-Reference",2044,"Vans",15,2029,16805
"Baseline-Reference",2044,"Vans",16,2028,10332
"Baseline-Reference",2044,"Vans",17,2027,5587
"Baseline-Reference",2044,"Vans",18,2026,2688
"Baseline-Reference",2044,"Vans",19,2025,1130
"Baseline-Reference",2044,"Vans",20,2024,426
"Baseline-Reference",2045,"Vans",0,2045,345
"Baseline-Reference",2045,"Vans",1,2044,517
"Baseline-Reference",2045,"Vans",2,2043,777
"Baseline-Reference",2045,"Vans",3,2042,1163
"Baseline-Reference",2045,"Vans",4,2041,1732
"Baseline-Reference",2045,"Vans",5,2040,2557
"Baseline-Reference",2045,"Vans",6,2039,3750
"Baseline-Reference",2045,"Vans",7,2038,5449
"Baseline-Reference",2045,"Vans",8,2037,7779
"Baseline-Reference",2045,"Vans",9,2036,10863
"Baseline-Reference",2045,"Vans",10,2035,14673
"Baseline-Reference",2045,"Vans",11,2034,18813
"Baseline-Reference",2045,"Vans",12,2033,22507
"Baseline-Reference",2045,"Vans",13,2032,25059
"Baseline-Reference",2045,"Vans",14,2031,24481
"Baseline-Reference",2045,"Vans",15,2030,20865
"Baseline-Reference",2045,"Vans",16,2029,13048
"Baseline-Reference",2045,"Vans",17,2028,6983
"Baseline-Reference",2045,"Vans",18,2027,3328
"Baseline-Reference",2045,"Vans",19,2026,1439
"Baseline-Reference",2045,"Vans",20,2025,556
"Baseline-Reference",2045,"Vans",21,2024,197
"Baseline-Reference",2046,"Vans",0,2046,358
"Baseline-Reference",2046,"Vans",1,2045,541
"Baseline-Reference",2046,"Vans",2,2044,810
"Baseline-Reference",2046,"Vans",3,2043,1215
"Baseline-Reference",2046,"Vans",4,2042,1812
"Baseline-Reference",2046,"Vans",5,2041,2687
"Baseline-Reference",2046,"Vans",6,2040,3938
"Baseline-Reference",2046,"Vans",7,2039,5718
"Baseline-Reference",2046,"Vans",8,2038,8186
"Baseline-Reference",2046,"Vans",9,2037,11428
"Baseline-Reference",2046,"Vans",10,2036,15439
"Baseline-Reference",2046,"Vans",11,2035,19878
"Baseline-Reference",2046,"Vans",12,2034,23620
"Baseline-Reference",2046,"Vans",13,2033,25769
"Baseline-Reference",2046,"Vans",14,2032,25579
"Baseline-Reference",2046,"Vans",15,2031,21886
"Baseline-Reference",2046,"Vans",16,2030,16198
"Baseline-Reference",2046,"Vans",17,2029,8817
"Baseline-Reference",2046,"Vans",18,2028,4159
"Baseline-Reference",2046,"Vans",19,2027,1777
"Baseline-Reference",2046,"Vans",20,2026,704
"Baseline-Reference",2046,"Vans",21,2025,255
"Baseline-Reference",2046,"Vans",22,2024,87
"Baseline-Reference",2047,"Vans",0,2047,373
"Baseline-Reference",2047,"Vans",1,2046,562
"Baseline-Reference",2047,"Vans",2,2045,848
"Baseline-Reference",2047,"Vans",3,2044,1266
"Baseline-Reference",2047,"Vans",4,2043,1894
"Baseline-Reference",2047,"Vans",5,2042,2811
"Baseline-Reference",2047,"Vans",6,2041,4137
"Baseline-Reference",2047,"Vans",7,2040,6002
"Baseline-Reference",2047,"Vans",8,2039,8586
"Baseline-Reference",2047,"Vans",9,2038,12019
"Baseline-Reference",2047,"Vans",10,2037,16233
"Baseline-Reference",2047,"Vans",11,2036,20906
"Baseline-Reference",2047,"Vans",12,2035,24936
"Baseline-Reference",2047,"Vans",13,2034,27027
"Baseline-Reference",2047,"Vans",14,2033,26293
"Baseline-Reference",2047,"Vans",15,2032,22864
"Baseline-Reference",2047,"Vans",16,2031,16989
"Baseline-Reference",2047,"Vans",17,2030,10946
"Baseline-Reference",2047,"Vans",18,2029,5247
"Baseline-Reference",2047,"Vans",19,2028,2224
"Baseline-Reference",2047,"Vans",20,2027,872
"Baseline-Reference",2047,"Vans",21,2026,325
"Baseline-Reference",2047,"Vans",22,2025,113
"Baseline-Reference",2047,"Vans",23,2024,37
"Baseline-Reference",2048,"Vans",0,2048,388
"Baseline-Reference",2048,"Vans",1,2047,586
"Baseline-Reference",2048,"Vans",2,2046,882
"Baseline-Reference",2048,"Vans",3,2045,1326
"Baseline-Reference",2048,"Vans",4,2044,1974
"Baseline-Reference",2048,"Vans",5,2043,2938
"Baseline-Reference",2048,"Vans",6,2042,4329
"Baseline-Reference",2048,"Vans",7,2041,6303
"Baseline-Reference",2048,"Vans",8,2040,9008
"Baseline-Reference",2048,"Vans",9,2039,12600
"Baseline-Reference",2048,"Vans",10,2038,17065
"Baseline-Reference",2048,"Vans",11,2037,21971
"Baseline-Reference",2048,"Vans",12,2036,26212
"Baseline-Reference",2048,"Vans",13,2035,28514
"Baseline-Reference",2048,"Vans",14,2034,27564
"Baseline-Reference",2048,"Vans",15,2033,23495
"Baseline-Reference",2048,"Vans",16,2032,17743
"Baseline-Reference",2048,"Vans",17,2031,11476
"Baseline-Reference",2048,"Vans",18,2030,6516
"Baseline-Reference",2048,"Vans",19,2029,2807
"Baseline-Reference",2048,"Vans",20,2028,1089
"Baseline-Reference",2048,"Vans",21,2027,403
"Baseline-Reference",2048,"Vans",22,2026,144
"Baseline-Reference",2048,"Vans",23,2025,48
"Baseline-Reference",2048,"Vans",24,2024,16
"Baseline-Reference",2049,"Vans",0,2049,402
"Baseline-Reference",2049,"Vans",1,2048,610
"Baseline-Reference",2049,"Vans",2,2047,918
"Baseline-Reference",2049,"Vans",3,2046,1379
"Baseline-Reference",2049,"Vans",4,2045,2067
"Baseline-Reference",2049,"Vans",5,2044,3062
"Baseline-Reference",2049,"Vans",6,2043,4525
"Baseline-Reference",2049,"Vans",7,2042,6597
"Baseline-Reference",2049,"Vans",8,2041,9457
"Baseline-Reference",2049,"Vans",9,2040,13214
"Baseline-Reference",2049,"Vans",10,2039,17881
"Baseline-Reference",2049,"Vans",11,2038,23087
"Baseline-Reference",2049,"Vans",12,2037,27535
"Baseline-Reference",2049,"Vans",13,2036,29960
"Baseline-Reference",2049,"Vans",14,2035,29064
"Baseline-Reference",2049,"Vans",15,2034,24621
"Baseline-Reference",2049,"Vans",16,2033,18229
"Baseline-Reference",2049,"Vans",17,2032,11987
"Baseline-Reference",2049,"Vans",18,2031,6831
"Baseline-Reference",2049,"Vans",19,2030,3484
"Baseline-Reference",2049,"Vans",20,2029,1379
"Baseline-Reference",2049,"Vans",21,2028,503
"Baseline-Reference",2049,"Vans",22,2027,178
"Baseline-Reference",2049,"Vans",23,2026,62
"Baseline-Reference",2049,"Vans",24,2025,20
"Baseline-Reference",2049,"Vans",25,2024,6
"Baseline-Reference",2050,"Vans",0,2050,419
"Baseline-Reference",2050,"Vans",1,2049,632
"Baseline-Reference",2050,"Vans",2,2048,956
"Baseline-Reference",2050,"Vans",3,2047,1436
"Baseline-Reference",2050,"Vans",4,2046,2149
"Baseline-Reference",2050,"Vans",5,2045,3207
"Baseline-Reference",2050,"Vans",6,2044,4716
"Baseline-Reference",2050,"Vans",7,2043,6897
"Baseline-Reference",2050,"Vans",8,2042,9899
"Baseline-Reference",2050,"Vans",9,2041,13871
"Baseline-Reference",2050,"Vans",10,2040,18747
"Baseline-Reference",2050,"Vans",11,2039,24183
"Baseline-Reference",2050,"Vans",12,2038,28920
"Baseline-Reference",2050,"Vans",13,2037,31459
"Baseline-Reference",2050,"Vans",14,2036,30528
"Baseline-Reference",2050,"Vans",15,2035,25951
"Baseline-Reference",2050,"Vans",16,2034,19098
"Baseline-Reference",2050,"Vans",17,2033,12310
"Baseline-Reference",2050,"Vans",18,2032,7132
"Baseline-Reference",2050,"Vans",19,2031,3652
"Baseline-Reference",2050,"Vans",20,2030,1712
"Baseline-Reference",2050,"Vans",21,2029,636
"Baseline-Reference",2050,"Vans",22,2028,222
"Baseline-Reference",2050,"Vans",23,2027,76
"Baseline-Reference",2050,"Vans",24,2026,26
"Baseline-Reference",2050,"Vans",25,2025,8
"Baseline-Short",2024,"Vans",0,2024,388
"Baseline-Short",2025,"Vans",0,2025,509
"Baseline-Short",2025,"Vans",1,2024,601
"Baseline-Short",2026,"Vans",0,2026,652
"Baseline-Short",2026,"Vans",1,2025,788
"Baseline-Short",2026,"Vans",2,2024,922
"Baseline-Short",2027,"Vans",0,2027,813
"Baseline-Short",2027,"Vans",1,2026,1010
"Baseline-Short",2027,"Vans",2,2025,1210
"Baseline-Short",2027,"Vans",3,2024,1397
"Baseline-Short",2028,"Vans",0,2028,1025
"Baseline-Short",2028,"Vans",1,2027,1260
"Baseline-Short",2028,"Vans",2,2026,1551
"Baseline-Short",2028,"Vans",3,2025,1833
"Baseline-Short",2028,"Vans",4,2024,2073
"Baseline-Short",2029,"Vans",0,2029,1308
"Baseline-Short",2029,"Vans",1,2028,1588
"Baseline-Short",2029,"Vans",2,2027,1935
"Baseline-Short",2029,"Vans",3,2026,2350
"Baseline-Short",2029,"Vans",4,2025,2721
"Baseline-Short",2029,"Vans",5,2024,2985
"Baseline-Short",2030,"Vans",0,2030,1642
"Baseline-Short",2030,"Vans",1,2029,2025
"Baseline-Short",2030,"Vans",2,2028,2439
"Baseline-Short",2030,"Vans",3,2027,2931
"Baseline-Short",2030,"Vans",4,2026,3487
"Baseline-Short",2030,"Vans",5,2025,3917
"Baseline-Short",2030,"Vans",6,2024,4116
"Baseline-Short",2031,"Vans",0,2031,1764
"Baseline-Short",2031,"Vans",1,2030,2544
"Baseline-Short",2031,"Vans",2,2029,3110
"Baseline-Short",2031,"Vans",3,2028,3694
"Baseline-Short",2031,"Vans",4,2027,4349
"Baseline-Short",2031,"Vans",5,2026,5021
"Baseline-Short",2031,"Vans",6,2025,5401
"Baseline-Short",2031,"Vans",7,2024,5345
"Baseline-Short",2032,"Vans",0,2032,1897
"Baseline-Short",2032,"Vans",1,2031,2732
"Baseline-Short",2032,"Vans",2,2030,3906
"Baseline-Short",2032,"Vans",3,2029,4711
"Baseline-Short",2032,"Vans",4,2028,5484
"Baseline-Short",2032,"Vans",5,2027,6265
"Baseline-Short",2032,"Vans",6,2026,6927
"Baseline-Short",2032,"Vans",7,2025,7021
"Baseline-Short",2032,"Vans",8,2024,6434
"Baseline-Short",2033,"Vans",0,2033,2025
"Baseline-Short",2033,"Vans",1,2032,2938
"Baseline-Short",2033,"Vans",2,2031,4194
"Baseline-Short",2033,"Vans",3,2030,5917
"Baseline-Short",2033,"Vans",4,2029,6993
"Baseline-Short",2033,"Vans",5,2028,7899
"Baseline-Short",2033,"Vans",6,2027,8643
"Baseline-Short",2033,"Vans",7,2026,9006
"Baseline-Short",2033,"Vans",8,2025,8451
"Baseline-Short",2033,"Vans",9,2024,7057
"Baseline-Short",2034,"Vans",0,2034,2210
"Baseline-Short",2034,"Vans",1,2033,3136
"Baseline-Short",2034,"Vans",2,2032,4510
"Baseline-Short",2034,"Vans",3,2031,6352
"Baseline-Short",2034,"Vans",4,2030,8782
"Baseline-Short",2034,"Vans",5,2029,10071
"Baseline-Short",2034,"Vans",6,2028,10895
"Baseline-Short",2034,"Vans",7,2027,11235
"Baseline-Short",2034,"Vans",8,2026,10839
"Baseline-Short",2034,"Vans",9,2025,9269
"Baseline-Short",2034,"Vans",10,2024,6979
"Baseline-Short",2035,"Vans",0,2035,2429
"Baseline-Short",2035,"Vans",1,2034,3421
"Baseline-Short",2035,"Vans",2,2033,4811
"Baseline-Short",2035,"Vans",3,2032,6828
"Baseline-Short",2035,"Vans",4,2031,9425
"Baseline-Short",2035,"Vans",5,2030,12646
"Baseline-Short",2035,"Vans",6,2029,13890
"Baseline-Short",2035,"Vans",7,2028,14162
"Baseline-Short",2035,"Vans",8,2027,13521
"Baseline-Short",2035,"Vans",9,2026,11887
"Baseline-Short",2035,"Vans",10,2025,9167
"Baseline-Short",2035,"Vans",11,2024,6212
"Baseline-Short",2036,"Vans",0,2036,2619
"Baseline-Short",2036,"Vans",1,2035,3757
"Baseline-Short",2036,"Vans",2,2034,5246
"Baseline-Short",2036,"Vans",3,2033,7280
"Baseline-Short",2036,"Vans",4,2032,10126
"Baseline-Short",2036,"Vans",5,2031,13566
"Baseline-Short",2036,"Vans",6,2030,17437
"Baseline-Short",2036,"Vans",7,2029,18049
"Baseline-Short",2036,"Vans",8,2028,17040
"Baseline-Short",2036,"Vans",9,2027,14826
"Baseline-Short",2036,"Vans",10,2026,11754
"Baseline-Short",2036,"Vans",11,2025,8158
"Baseline-Short",2036,"Vans",12,2024,4961
"Baseline-Short",2037,"Vans",0,2037,2818
"Baseline-Short",2037,"Vans",1,2036,4050
"Baseline-Short",2037,"Vans",2,2035,5755
"Baseline-Short",2037,"Vans",3,2034,7930
"Baseline-Short",2037,"Vans",4,2033,10787
"Baseline-Short",2037,"Vans",5,2032,14565
"Baseline-Short",2037,"Vans",6,2031,18693
"Baseline-Short",2037,"Vans",7,2030,22649
"Baseline-Short",2037,"Vans",8,2029,21710
"Baseline-Short",2037,"Vans",9,2028,18678
"Baseline-Short",2037,"Vans",10,2027,14657
"Baseline-Short",2037,"Vans",11,2026,10458
"Baseline-Short",2037,"Vans",12,2025,6514
"Baseline-Short",2037,"Vans",13,2024,3611
"Baseline-Short",2038,"Vans",0,2038,3023
"Baseline-Short",2038,"Vans",1,2037,4357
"Baseline-Short",2038,"Vans",2,2036,6202
"Baseline-Short",2038,"Vans",3,2035,8690
"Baseline-Short",2038,"Vans",4,2034,11735
"Baseline-Short",2038,"Vans",5,2033,15496
"Baseline-Short",2038,"Vans",6,2032,20049
"Baseline-Short",2038,"Vans",7,2031,24261
"Baseline-Short",2038,"Vans",8,2030,27229
"Baseline-Short",2038,"Vans",9,2029,23787
"Baseline-Short",2038,"Vans",10,2028,18458
"Baseline-Short",2038,"Vans",11,2027,13037
"Baseline-Short",2038,"Vans",12,2026,8348
"Baseline-Short",2038,"Vans",13,2025,4739
"Baseline-Short",2038,"Vans",14,2024,2418
"Baseline-Short",2039,"Vans",0,2039,3220
"Baseline-Short",2039,"Vans",1,2038,4672
"Baseline-Short",2039,"Vans",2,2037,6670
"Baseline-Short",2039,"Vans",3,2036,9360
"Baseline-Short",2039,"Vans",4,2035,12838
"Baseline-Short",2039,"Vans",5,2034,16829
"Baseline-Short",2039,"Vans",6,2033,21295
"Baseline-Short",2039,"Vans",7,2032,25985
"Baseline-Short",2039,"Vans",8,2031,29133
"Baseline-Short",2039,"Vans",9,2030,29812
"Baseline-Short",2039,"Vans",10,2029,23493
"Baseline-Short",2039,"Vans",11,2028,16410
"Baseline-Short",2039,"Vans",12,2027,10401
"Baseline-Short",2039,"Vans",13,2026,6071
"Baseline-Short",2039,"Vans",14,2025,3172
"Baseline-Short",2039,"Vans",15,2024,1501
"Baseline-Short",2040,"Vans",0,2040,3412
"Baseline-Short",2040,"Vans",1,2039,4976
"Baseline-Short",2040,"Vans",2,2038,7149
"Baseline-Short",2040,"Vans",3,2037,10060
"Baseline-Short",2040,"Vans",4,2036,13817
"Baseline-Short",2040,"Vans",5,2035,18369
"Baseline-Short",2040,"Vans",6,2034,23074
"Baseline-Short",2040,"Vans",7,2033,27540
"Baseline-Short",2040,"Vans",8,2032,31149
"Baseline-Short",2040,"Vans",9,2031,31850
"Baseline-Short",2040,"Vans",10,2030,29417
"Baseline-Short",2040,"Vans",11,2029,20871
"Baseline-Short",2040,"Vans",12,2028,13082
"Baseline-Short",2040,"Vans",13,2027,7559
"Baseline-Short",2040,"Vans",14,2026,4062
"Baseline-Short",2040,"Vans",15,2025,1968
"Baseline-Short",2040,"Vans",16,2024,867
"Baseline-Short",2041,"Vans",0,2041,3592
"Baseline-Short",2041,"Vans",1,2040,5271
"Baseline-Short",2041,"Vans",2,2039,7612
"Baseline-Short",2041,"Vans",3,2038,10777
"Baseline-Short",2041,"Vans",4,2037,14839
"Baseline-Short",2041,"Vans",5,2036,19751
"Baseline-Short",2041,"Vans",6,2035,25120
"Baseline-Short",2041,"Vans",7,2034,29761
"Baseline-Short",2041,"Vans",8,2033,32928
"Baseline-Short",2041,"Vans",9,2032,33986
"Baseline-Short",2041,"Vans",10,2031,31377
"Baseline-Short",2041,"Vans",11,2030,26108
"Baseline-Short",2041,"Vans",12,2029,16620
"Baseline-Short",2041,"Vans",13,2028,9499
"Baseline-Short",2041,"Vans",14,2027,5054
"Baseline-Short",2041,"Vans",15,2026,2518
"Baseline-Short",2041,"Vans",16,2025,1136
"Baseline-Short",2041,"Vans",17,2024,468
"Baseline-Short",2042,"Vans",0,2042,3748
"Baseline-Short",2042,"Vans",1,2041,5548
"Baseline-Short",2042,"Vans",2,2040,8061
"Baseline-Short",2042,"Vans",3,2039,11468
"Baseline-Short",2042,"Vans",4,2038,15883
"Baseline-Short",2042,"Vans",5,2037,21187
"Baseline-Short",2042,"Vans",6,2036,26973
"Baseline-Short",2042,"Vans",7,2035,32303
"Baseline-Short",2042,"Vans",8,2034,35477
"Baseline-Short",2042,"Vans",9,2033,35827
"Baseline-Short",2042,"Vans",10,2032,33408
"Baseline-Short",2042,"Vans",11,2031,27799
"Baseline-Short",2042,"Vans",12,2030,20764
"Baseline-Short",2042,"Vans",13,2029,12055
"Baseline-Short",2042,"Vans",14,2028,6345
"Baseline-Short",2042,"Vans",15,2027,3131
"Baseline-Short",2042,"Vans",16,2026,1453
"Baseline-Short",2042,"Vans",17,2025,613
"Baseline-Short",2042,"Vans",18,2024,237
"Baseline-Short",2043,"Vans",0,2043,3908
"Baseline-Short",2043,"Vans",1,2042,5789
"Baseline-Short",2043,"Vans",2,2041,8483
"Baseline-Short",2043,"Vans",3,2040,12138
"Baseline-Short",2043,"Vans",4,2039,16888
"Baseline-Short",2043,"Vans",5,2038,22654
"Baseline-Short",2043,"Vans",6,2037,28894
"Baseline-Short",2043,"Vans",7,2036,34628
"Baseline-Short",2043,"Vans",8,2035,38387
"Baseline-Short",2043,"Vans",9,2034,38480
"Baseline-Short",2043,"Vans",10,2033,35116
"Baseline-Short",2043,"Vans",11,2032,29535
"Baseline-Short",2043,"Vans",12,2031,22058
"Baseline-Short",2043,"Vans",13,2030,15042
"Baseline-Short",2043,"Vans",14,2029,8045
"Baseline-Short",2043,"Vans",15,2028,3928
"Baseline-Short",2043,"Vans",16,2027,1806
"Baseline-Short",2043,"Vans",17,2026,783
"Baseline-Short",2043,"Vans",18,2025,307
"Baseline-Short",2043,"Vans",19,2024,113
"Baseline-Short",2044,"Vans",0,2044,4067
"Baseline-Short",2044,"Vans",1,2043,6037
"Baseline-Short",2044,"Vans",2,2042,8852
"Baseline-Short",2044,"Vans",3,2041,12772
"Baseline-Short",2044,"Vans",4,2040,17864
"Baseline-Short",2044,"Vans",5,2039,24062
"Baseline-Short",2044,"Vans",6,2038,30851
"Baseline-Short",2044,"Vans",7,2037,37031
"Baseline-Short",2044,"Vans",8,2036,41070
"Baseline-Short",2044,"Vans",9,2035,41504
"Baseline-Short",2044,"Vans",10,2034,37602
"Baseline-Short",2044,"Vans",11,2033,30959
"Baseline-Short",2044,"Vans",12,2032,23372
"Baseline-Short",2044,"Vans",13,2031,15947
"Baseline-Short",2044,"Vans",14,2030,10028
"Baseline-Short",2044,"Vans",15,2029,4976
"Baseline-Short",2044,"Vans",16,2028,2264
"Baseline-Short",2044,"Vans",17,2027,973
"Baseline-Short",2044,"Vans",18,2026,391
"Baseline-Short",2044,"Vans",19,2025,147
"Baseline-Short",2044,"Vans",20,2024,52
"Baseline-Short",2045,"Vans",0,2045,4254
"Baseline-Short",2045,"Vans",1,2044,6283
"Baseline-Short",2045,"Vans",2,2043,9232
"Baseline-Short",2045,"Vans",3,2042,13329
"Baseline-Short",2045,"Vans",4,2041,18791
"Baseline-Short",2045,"Vans",5,2040,25431
"Baseline-Short",2045,"Vans",6,2039,32726
"Baseline-Short",2045,"Vans",7,2038,39474
"Baseline-Short",2045,"Vans",8,2037,43835
"Baseline-Short",2045,"Vans",9,2036,44314
"Baseline-Short",2045,"Vans",10,2035,40435
"Baseline-Short",2045,"Vans",11,2034,33058
"Baseline-Short",2045,"Vans",12,2033,24417
"Baseline-Short",2045,"Vans",13,2032,16856
"Baseline-Short",2045,"Vans",14,2031,10612
"Baseline-Short",2045,"Vans",15,2030,6198
"Baseline-Short",2045,"Vans",16,2029,2867
"Baseline-Short",2045,"Vans",17,2028,1219
"Baseline-Short",2045,"Vans",18,2027,484
"Baseline-Short",2045,"Vans",19,2026,187
"Baseline-Short",2045,"Vans",20,2025,67
"Baseline-Short",2045,"Vans",21,2024,23
"Baseline-Short",2046,"Vans",0,2046,4426
"Baseline-Short",2046,"Vans",1,2045,6572
"Baseline-Short",2046,"Vans",2,2044,9610
"Baseline-Short",2046,"Vans",3,2043,13903
"Baseline-Short",2046,"Vans",4,2042,19615
"Baseline-Short",2046,"Vans",5,2041,26742
"Baseline-Short",2046,"Vans",6,2040,34554
"Baseline-Short",2046,"Vans",7,2039,41809
"Baseline-Short",2046,"Vans",8,2038,46641
"Baseline-Short",2046,"Vans",9,2037,47199
"Baseline-Short",2046,"Vans",10,2036,43081
"Baseline-Short",2046,"Vans",11,2035,35450
"Baseline-Short",2046,"Vans",12,2034,25984
"Baseline-Short",2046,"Vans",13,2033,17558
"Baseline-Short",2046,"Vans",14,2032,11194
"Baseline-Short",2046,"Vans",15,2031,6549
"Baseline-Short",2046,"Vans",16,2030,3568
"Baseline-Short",2046,"Vans",17,2029,1539
"Baseline-Short",2046,"Vans",18,2028,609
"Baseline-Short",2046,"Vans",19,2027,231
"Baseline-Short",2046,"Vans",20,2026,85
"Baseline-Short",2046,"Vans",21,2025,29
"Baseline-Short",2046,"Vans",22,2024,10
"Baseline-Short",2047,"Vans",0,2047,4613
"Baseline-Short",2047,"Vans",1,2046,6839
"Baseline-Short",2047,"Vans",2,2045,10052
"Baseline-Short",2047,"Vans",3,2044,14475
"Baseline-Short",2047,"Vans",4,2043,20464
"Baseline-Short",2047,"Vans",5,2042,27922
"Baseline-Short",2047,"Vans",6,2041,36322
"Baseline-Short",2047,"Vans",7,2040,44098
"Baseline-Short",2047,"Vans",8,2039,49321
"Baseline-Short",2047,"Vans",9,2038,50126
"Baseline-Short",2047,"Vans",10,2037,45793
"Baseline-Short",2047,"Vans",11,2036,37695
"Baseline-Short",2047,"Vans",12,2035,27774
"Baseline-Short",2047,"Vans",13,2034,18631
"Baseline-Short",2047,"Vans",14,2033,11631
"Baseline-Short",2047,"Vans",15,2032,6897
"Baseline-Short",2047,"Vans",16,2031,3766
"Baseline-Short",2047,"Vans",17,2030,1917
"Baseline-Short",2047,"Vans",18,2029,770
"Baseline-Short",2047,"Vans",19,2028,289
