"Scenario","Year","State","vehSize","total_gallons"
"Momentum",2038,"Minnesota","Car",284726029.105535
"Momentum",2038,"Minnesota","Light Truck",718082899.855698
"Momentum",2038,"Mississippi","Car",114851398.990045
"Momentum",2038,"Mississippi","Light Truck",287698929.356845
"Momentum",2038,"Missouri","Car",269156038.753631
"Momentum",2038,"Missouri","Light Truck",680514557.736969
"Momentum",2038,"Montana","Car",49209940.4255694
"Momentum",2038,"Montana","Light Truck",138059961.502749
"Momentum",2038,"Nebraska","Car",87093517.9127795
"Momentum",2038,"Nebraska","Light Truck",220419500.441379
"Momentum",2038,"Nevada","Car",160370900.872597
"Momentum",2038,"Nevada","Light Truck",440908374.2597
"Momentum",2038,"New Hampshire","Car",66872183.7575391
"Momentum",2038,"New Hampshire","Light Truck",168933958.3031
"Momentum",2038,"New Jersey","Car",510499715.905046
"Momentum",2038,"New Jersey","Light Truck",1268560169.66255
"Momentum",2038,"New Mexico","Car",86180498.1521223
"Momentum",2038,"New Mexico","Light Truck",241164090.734693
"Momentum",2038,"New York","Car",921712972.647863
"Momentum",2038,"New York","Light Truck",2316529158.1067
"Momentum",2038,"North Carolina","Car",478264810.152531
"Momentum",2038,"North Carolina","Light Truck",1222306315.84747
"Momentum",2038,"North Dakota","Car",35282723.1630084
"Momentum",2038,"North Dakota","Light Truck",89507563.8018185
"Momentum",2038,"Ohio","Car",529680018.041599
"Momentum",2038,"Ohio","Light Truck",1281460400.32653
"Momentum",2038,"Oklahoma","Car",171522721.989866
"Momentum",2038,"Oklahoma","Light Truck",450712219.329084
"Momentum",2038,"Oregon","Car",214432574.347679
"Momentum",2038,"Oregon","Light Truck",557709799.002003
"Momentum",2038,"Pennsylvania","Car",583642013.452307
"Momentum",2038,"Pennsylvania","Light Truck",1471403615.651
"Momentum",2038,"Rhode Island","Car",49974977.7252301
"Momentum",2038,"Rhode Island","Light Truck",126340245.58053
"Momentum",2038,"South Carolina","Car",221233968.939634
"Momentum",2038,"South Carolina","Light Truck",568659273.836153
"Momentum",2038,"South Dakota","Car",40131601.0384846
"Momentum",2038,"South Dakota","Light Truck",101797177.466077
"Momentum",2038,"Tennessee","Car",306903984.707432
"Momentum",2038,"Tennessee","Light Truck",764224640.76144
"Momentum",2038,"Texas","Car",1368439830.90979
"Momentum",2038,"Texas","Light Truck",3576640556.11276
"Momentum",2038,"Utah","Car",165794186.623121
"Momentum",2038,"Utah","Light Truck",458250169.018673
"Momentum",2038,"Vermont","Car",35312082.0944457
"Momentum",2038,"Vermont","Light Truck",88542157.9245579
"Momentum",2038,"Virginia","Car",416105358.331278
"Momentum",2038,"Virginia","Light Truck",1057477373.17304
"Momentum",2038,"Washington","Car",451782547.513022
"Momentum",2038,"Washington","Light Truck",1161124331.2512
"Momentum",2038,"West Virginia","Car",70784677.3320028
"Momentum",2038,"West Virginia","Light Truck",183087108.858581
"Momentum",2038,"Wisconsin","Car",282631741.354008
"Momentum",2038,"Wisconsin","Light Truck",683372387.87681
"Momentum",2038,"Wyoming","Car",24040355.8446812
"Momentum",2038,"Wyoming","Light Truck",67780637.3113137
"Momentum",2039,"Alabama","Car",228030160.734249
"Momentum",2039,"Alabama","Light Truck",570093392.794672
"Momentum",2039,"Alaska","Car",36334427.2677513
"Momentum",2039,"Alaska","Light Truck",97825045.0810446
"Momentum",2039,"Arizona","Car",369263779.57285
"Momentum",2039,"Arizona","Light Truck",1026506947.86635
"Momentum",2039,"Arkansas","Car",133007629.371768
"Momentum",2039,"Arkansas","Light Truck",351862423.318265
"Momentum",2039,"California","Car",2487677819.93213
"Momentum",2039,"California","Light Truck",6387164080.42257
"Momentum",2039,"Colorado","Car",333986498.142364
"Momentum",2039,"Colorado","Light Truck",920426524.008974
"Momentum",2039,"Connecticut","Car",188141546.101677
"Momentum",2039,"Connecticut","Light Truck",474759746.126526
"Momentum",2039,"Delaware","Car",52641368.0680417
"Momentum",2039,"Delaware","Light Truck",134507478.701093
"Momentum",2039,"District of Columbia","Car",35220858.3753308
"Momentum",2039,"District of Columbia","Light Truck",89836676.661216
"Momentum",2039,"Florida","Car",1176853122.54626
"Momentum",2039,"Florida","Light Truck",2993934459.99023
"Momentum",2039,"Georgia","Car",543776995.613205
"Momentum",2039,"Georgia","Light Truck",1389324860.71882
"Momentum",2039,"Hawaii","Car",73915327.9951652
"Momentum",2039,"Hawaii","Light Truck",194530972.371176
"Momentum",2039,"Idaho","Car",90873687.2219505
"Momentum",2039,"Idaho","Light Truck",255356807.316459
"Momentum",2039,"Illinois","Car",675476905.554085
"Momentum",2039,"Illinois","Light Truck",1628927119.58411
"Momentum",2039,"Indiana","Car",337177161.797506
"Momentum",2039,"Indiana","Light Truck",816512052.818479
"Momentum",2039,"Iowa","Car",154907912.912429
"Momentum",2039,"Iowa","Light Truck",392674462.839749
"Momentum",2039,"Kansas","Car",139973715.036971
"Momentum",2039,"Kansas","Light Truck",354356235.033731
"Momentum",2039,"Kentucky","Car",208018100.381935
"Momentum",2039,"Kentucky","Light Truck",519970195.630311
"Momentum",2039,"Louisiana","Car",192691606.844967
"Momentum",2039,"Louisiana","Light Truck",510177843.169219
"Momentum",2039,"Maine","Car",72426973.4102259
"Momentum",2039,"Maine","Light Truck",183487650.282676
"Momentum",2039,"Maryland","Car",337899740.64483
"Momentum",2039,"Maryland","Light Truck",858321923.588723
"Momentum",2039,"Massachusetts","Car",383808790.413511
"Momentum",2039,"Massachusetts","Light Truck",965425212.894853
"Momentum",2039,"Michigan","Car",520765492.741886
"Momentum",2039,"Michigan","Light Truck",1259135165.53887
"Momentum",2039,"Minnesota","Car",310612457.606788
"Momentum",2039,"Minnesota","Light Truck",783952624.861735
"Momentum",2039,"Mississippi","Car",127915902.4221
"Momentum",2039,"Mississippi","Light Truck",320429594.688927
"Momentum",2039,"Missouri","Car",296015096.727105
"Momentum",2039,"Missouri","Light Truck",748915160.097108
"Momentum",2039,"Montana","Car",54220627.9373922
"Momentum",2039,"Montana","Light Truck",152523414.410163
"Momentum",2039,"Nebraska","Car",96098762.0970206
"Momentum",2039,"Nebraska","Light Truck",243359958.333766
"Momentum",2039,"Nevada","Car",170898280.732503
"Momentum",2039,"Nevada","Light Truck",472138329.071635
"Momentum",2039,"New Hampshire","Car",73021824.4252914
"Momentum",2039,"New Hampshire","Light Truck",184711567.958726
"Momentum",2039,"New Jersey","Car",542625376.599836
"Momentum",2039,"New Jersey","Light Truck",1351750891.27989
"Momentum",2039,"New Mexico","Car",94564293.8430311
"Momentum",2039,"New Mexico","Light Truck",265416112.197606
"Momentum",2039,"New York","Car",1003433121.35458
"Momentum",2039,"New York","Light Truck",2526075263.67489
"Momentum",2039,"North Carolina","Car",520753594.345976
"Momentum",2039,"North Carolina","Light Truck",1334871459.73429
"Momentum",2039,"North Dakota","Car",39238868.0900727
"Momentum",2039,"North Dakota","Light Truck",99592652.2972312
"Momentum",2039,"Ohio","Car",583062527.939199
"Momentum",2039,"Ohio","Light Truck",1411223947.91732
"Momentum",2039,"Oklahoma","Car",188122397.287819
"Momentum",2039,"Oklahoma","Light Truck",495218510.453098
"Momentum",2039,"Oregon","Car",228354108.787846
"Momentum",2039,"Oregon","Light Truck",600804815.609144
"Momentum",2039,"Pennsylvania","Car",639443326.738846
"Momentum",2039,"Pennsylvania","Light Truck",1614251270.78869
"Momentum",2039,"Rhode Island","Car",54667786.9421404
"Momentum",2039,"Rhode Island","Light Truck",138376491.062341
"Momentum",2039,"South Carolina","Car",243282196.791685
"Momentum",2039,"South Carolina","Light Truck",626671337.138935
"Momentum",2039,"South Dakota","Car",44606762.3621086
"Momentum",2039,"South Dakota","Light Truck",113204283.801352
"Momentum",2039,"Tennessee","Car",337028156.848726
"Momentum",2039,"Tennessee","Light Truck",840004093.925233
"Momentum",2039,"Texas","Car",1484871874.50315
"Momentum",2039,"Texas","Light Truck",3890609945.79533
"Momentum",2039,"Utah","Car",178250282.650657
"Momentum",2039,"Utah","Light Truck",494841273.411922
"Momentum",2039,"Vermont","Car",37924706.2926603
"Momentum",2039,"Vermont","Light Truck",95265232.0211708
"Momentum",2039,"Virginia","Car",448675072.477114
"Momentum",2039,"Virginia","Light Truck",1144521892.53841
"Momentum",2039,"Washington","Car",473965208.320534
"Momentum",2039,"Washington","Light Truck",1233220550.21247
"Momentum",2039,"West Virginia","Car",78680650.572916
"Momentum",2039,"West Virginia","Light Truck",203738608.760345
"Momentum",2039,"Wisconsin","Car",310561059.487274
"Momentum",2039,"Wisconsin","Light Truck",751253478.605951
"Momentum",2039,"Wyoming","Car",26704843.7160002
"Momentum",2039,"Wyoming","Light Truck",75439304.8937712
"Momentum",2040,"Alabama","Car",249454781.117374
"Momentum",2040,"Alabama","Light Truck",623914099.965163
"Momentum",2040,"Alaska","Car",39490411.0375916
"Momentum",2040,"Alaska","Light Truck",107264732.741863
"Momentum",2040,"Arizona","Car",394485292.638359
"Momentum",2040,"Arizona","Light Truck",1100765446.31752
"Momentum",2040,"Arkansas","Car",145757922.080889
"Momentum",2040,"Arkansas","Light Truck",385818815.65927
"Momentum",2040,"California","Car",2546920490.83062
"Momentum",2040,"California","Light Truck",6630418631.04002
"Momentum",2040,"Colorado","Car",351767033.990784
"Momentum",2040,"Colorado","Light Truck",974045315.637425
"Momentum",2040,"Connecticut","Car",202271203.855258
"Momentum",2040,"Connecticut","Light Truck",511197022.126433
"Momentum",2040,"Delaware","Car",56428596.4230949
"Momentum",2040,"Delaware","Light Truck",144617641.962932
"Momentum",2040,"District of Columbia","Car",37636355.3392105
"Momentum",2040,"District of Columbia","Light Truck",96316524.5633803
"Momentum",2040,"Florida","Car",1251748528.77001
"Momentum",2040,"Florida","Light Truck",3196098875.12961
"Momentum",2040,"Georgia","Car",582813534.422011
"Momentum",2040,"Georgia","Light Truck",1493543980.17066
"Momentum",2040,"Hawaii","Car",78073594.6568049
"Momentum",2040,"Hawaii","Light Truck",207931006.240182
"Momentum",2040,"Idaho","Car",98825512.9321128
"Momentum",2040,"Idaho","Light Truck",278311473.543923
"Momentum",2040,"Illinois","Car",726836776.280819
"Momentum",2040,"Illinois","Light Truck",1754335370.34788
"Momentum",2040,"Indiana","Car",367443374.469604
"Momentum",2040,"Indiana","Light Truck",890301876.973083
"Momentum",2040,"Iowa","Car",169394233.910371
"Momentum",2040,"Iowa","Light Truck",429640171.867081
"Momentum",2040,"Kansas","Car",152477536.309628
"Momentum",2040,"Kansas","Light Truck",386278685.077493
"Momentum",2040,"Kentucky","Car",227467093.876823
"Momentum",2040,"Kentucky","Light Truck",568836105.275999
"Momentum",2040,"Louisiana","Car",211519696.661118
"Momentum",2040,"Louisiana","Light Truck",560265374.079777
"Momentum",2040,"Maine","Car",78532152.1874507
"Momentum",2040,"Maine","Light Truck",199173286.087002
"Momentum",2040,"Maryland","Car",358436679.482033
"Momentum",2040,"Maryland","Light Truck",913985233.213672
"Momentum",2040,"Massachusetts","Car",409841610.882413
"Momentum",2040,"Massachusetts","Light Truck",1032800619.04616
"Momentum",2040,"Michigan","Car",564845656.587564
"Momentum",2040,"Michigan","Light Truck",1366658571.32578
"Momentum",2040,"Minnesota","Car",335320132.781711
"Momentum",2040,"Minnesota","Light Truck",847116159.998333
"Momentum",2040,"Mississippi","Car",140592972.123977
"Momentum",2040,"Mississippi","Light Truck",352208958.028934
"Momentum",2040,"Missouri","Car",321848013.206886
"Momentum",2040,"Missouri","Light Truck",814883199.569927
"Momentum",2040,"Montana","Car",59065896.0860664
"Momentum",2040,"Montana","Light Truck",166491617.514054
"Momentum",2040,"Nebraska","Car",104782335.577517
"Momentum",2040,"Nebraska","Light Truck",265526601.481772
"Momentum",2040,"Nevada","Car",180711518.280934
"Momentum",2040,"Nevada","Light Truck",501510683.960523
"Momentum",2040,"New Hampshire","Car",78911380.3702532
"Momentum",2040,"New Hampshire","Light Truck",199864181.105016
"Momentum",2040,"New Jersey","Car",572275096.711458
"Momentum",2040,"New Jersey","Light Truck",1429390569.57496
"Momentum",2040,"New Mexico","Car",102641617.857352
"Momentum",2040,"New Mexico","Light Truck",288772847.320076
"Momentum",2040,"New York","Car",1081423022.84866
"Momentum",2040,"New York","Light Truck",2726601419.13982
"Momentum",2040,"North Carolina","Car",561389791.25194
"Momentum",2040,"North Carolina","Light Truck",1442642869.98079
"Momentum",2040,"North Dakota","Car",43074278.8372858
"Momentum",2040,"North Dakota","Light Truck",109375821.053842
"Momentum",2040,"Ohio","Car",634423962.040918
"Momentum",2040,"Ohio","Light Truck",1536465587.72684
"Momentum",2040,"Oklahoma","Car",204106168.069207
"Momentum",2040,"Oklahoma","Light Truck",538094057.992511
"Momentum",2040,"Oregon","Car",241115165.84418
"Momentum",2040,"Oregon","Light Truck",641955382.721349
"Momentum",2040,"Pennsylvania","Car",693042756.321023
"Momentum",2040,"Pennsylvania","Light Truck",1751635491.25058
"Momentum",2040,"Rhode Island","Car",59166325.7748885
"Momentum",2040,"Rhode Island","Light Truck",149942814.489377
"Momentum",2040,"South Carolina","Car",264540874.343543
"Momentum",2040,"South Carolina","Light Truck",682580354.662905
"Momentum",2040,"South Dakota","Car",48945543.1855214
"Momentum",2040,"South Dakota","Light Truck",124271471.391782
"Momentum",2040,"Tennessee","Car",365982275.172982
"Momentum",2040,"Tennessee","Light Truck",913010634.031282
"Momentum",2040,"Texas","Car",1595745438.88527
"Momentum",2040,"Texas","Light Truck",4190364492.44367
"Momentum",2040,"Utah","Car",190009248.584054
"Momentum",2040,"Utah","Light Truck",529563276.792902
"Momentum",2040,"Vermont","Car",40377508.8957881
"Momentum",2040,"Vermont","Light Truck",101624914.591083
"Momentum",2040,"Virginia","Car",479526347.617827
"Momentum",2040,"Virginia","Light Truck",1227219384.64941
"Momentum",2040,"Washington","Car",493497137.446469
"Momentum",2040,"Washington","Light Truck",1300654777.9264
"Momentum",2040,"West Virginia","Car",86348796.0598215
"Momentum",2040,"West Virginia","Light Truck",223759602.89696
"Momentum",2040,"Wisconsin","Car",337380994.778549
"Momentum",2040,"Wisconsin","Light Truck",816665461.179081
"Momentum",2040,"Wyoming","Car",29294053.4150201
"Momentum",2040,"Wyoming","Light Truck",82862793.3964039
"Momentum",2041,"Alabama","Car",269395707.874431
"Momentum",2041,"Alabama","Light Truck",673732061.852633
"Momentum",2041,"Alaska","Car",42503314.4280175
"Momentum",2041,"Alaska","Light Truck",115855571.530944
"Momentum",2041,"Arizona","Car",417588339.616113
"Momentum",2041,"Arizona","Light Truck",1167179094.39839
"Momentum",2041,"Arkansas","Car",157664827.587305
"Momentum",2041,"Arkansas","Light Truck",417264461.275256
"Momentum",2041,"California","Car",2593650846.65343
"Momentum",2041,"California","Light Truck",6819992168.00156
"Momentum",2041,"Colorado","Car",367509887.582382
"Momentum",2041,"Colorado","Light Truck",1020561019.92808
"Momentum",2041,"Connecticut","Car",215222098.009794
"Momentum",2041,"Connecticut","Light Truck",544153747.740159
"Momentum",2041,"Delaware","Car",59885686.2785357
"Momentum",2041,"Delaware","Light Truck",153731498.359037
"Momentum",2041,"District of Columbia","Car",39834092.7049167
"Momentum",2041,"District of Columbia","Light Truck",102138419.449628
"Momentum",2041,"Florida","Car",1319197928.69602
"Momentum",2041,"Florida","Light Truck",3376087911.82953
"Momentum",2041,"Georgia","Car",618430400.310252
"Momentum",2041,"Georgia","Light Truck",1587455582.43576
"Momentum",2041,"Hawaii","Car",81907642.7490561
"Momentum",2041,"Hawaii","Light Truck",219678393.57459
"Momentum",2041,"Idaho","Car",106275254.474084
"Momentum",2041,"Idaho","Light Truck",299287140.353842
"Momentum",2041,"Illinois","Car",773533668.652167
"Momentum",2041,"Illinois","Light Truck",1868528085.87278
"Momentum",2041,"Indiana","Car",395439029.234716
"Momentum",2041,"Indiana","Light Truck",958471969.009523
"Momentum",2041,"Iowa","Car",182784154.012645
"Momentum",2041,"Iowa","Light Truck",463978618.062511
"Momentum",2041,"Kansas","Car",163982387.866071
"Momentum",2041,"Kansas","Light Truck",415825337.415064
"Momentum",2041,"Kentucky","Car",245560110.505873
"Momentum",2041,"Kentucky","Light Truck",614047176.592001
"Momentum",2041,"Louisiana","Car",229125755.692877
"Momentum",2041,"Louisiana","Light Truck",606708527.182662
"Momentum",2041,"Maine","Car",84193949.9580822
"Momentum",2041,"Maine","Light Truck",213505983.014707
"Momentum",2041,"Maryland","Car",376811255.997868
"Momentum",2041,"Maryland","Light Truck",963256965.016023
"Momentum",2041,"Massachusetts","Car",433407439.019843
"Momentum",2041,"Massachusetts","Light Truck",1093087365.69412
"Momentum",2041,"Michigan","Car",605386984.886089
"Momentum",2041,"Michigan","Light Truck",1465516758.71938
"Momentum",2041,"Minnesota","Car",357769883.844047
"Momentum",2041,"Minnesota","Light Truck",905002663.928877
"Momentum",2041,"Mississippi","Car",152442784.686528
"Momentum",2041,"Mississippi","Light Truck",381741465.495561
"Momentum",2041,"Missouri","Car",345561712.499372
"Momentum",2041,"Missouri","Light Truck",875830211.647791
"Momentum",2041,"Montana","Car",63615122.9422304
"Momentum",2041,"Montana","Light Truck",179281653.92761
"Momentum",2041,"Nebraska","Car",112781174.4739
"Momentum",2041,"Nebraska","Light Truck",286061700.093064
"Momentum",2041,"Nevada","Car",189513177.066768
"Momentum",2041,"Nevada","Light Truck",527280462.745436
"Momentum",2041,"New Hampshire","Car",84352073.7645753
"Momentum",2041,"New Hampshire","Light Truck",213663274.32284
"Momentum",2041,"New Jersey","Car",598531399.198265
"Momentum",2041,"New Jersey","Light Truck",1496804795.69756
"Momentum",2041,"New Mexico","Car",110193481.175481
"Momentum",2041,"New Mexico","Light Truck",310073895.195019
"Momentum",2041,"New York","Car",1153543673.93841
"Momentum",2041,"New York","Light Truck",2907829840.57824
"Momentum",2041,"North Carolina","Car",598793463.830091
"Momentum",2041,"North Carolina","Light Truck",1540549659.79221
"Momentum",2041,"North Dakota","Car",46632914.5453065
"Momentum",2041,"North Dakota","Light Truck",118490415.822344
"Momentum",2041,"Ohio","Car",681844064.100278
"Momentum",2041,"Ohio","Light Truck",1651986635.01837
"Momentum",2041,"Oklahoma","Car",218890086.887527
"Momentum",2041,"Oklahoma","Light Truck",577442264.828561
"Momentum",2041,"Oregon","Car",252856044.543579
"Momentum",2041,"Oregon","Light Truck",677973816.903628
"Momentum",2041,"Pennsylvania","Car",742995407.39878
"Momentum",2041,"Pennsylvania","Light Truck",1876711744.04477
"Momentum",2041,"Rhode Island","Car",63328268.8913008
"Momentum",2041,"Rhode Island","Light Truck",160489588.144462
"Momentum",2041,"South Carolina","Car",284311210.766512
"Momentum",2041,"South Carolina","Light Truck",733870592.613245
"Momentum",2041,"South Dakota","Car",52970688.7443089
"Momentum",2041,"South Dakota","Light Truck",134581918.555031
"Momentum",2041,"Tennessee","Car",392718748.467313
"Momentum",2041,"Tennessee","Light Truck",980099021.079232
"Momentum",2041,"Texas","Car",1696881757.05043
"Momentum",2041,"Texas","Light Truck",4462019961.49146
"Momentum",2041,"Utah","Car",200729938.786432
"Momentum",2041,"Utah","Light Truck",560485347.45571
"Momentum",2041,"Vermont","Car",42584788.1631424
"Momentum",2041,"Vermont","Light Truck",107286752.672873
"Momentum",2041,"Virginia","Car",507564956.185706
"Momentum",2041,"Virginia","Light Truck",1301460023.3517
"Momentum",2041,"Washington","Car",510730747.119345
"Momentum",2041,"Washington","Light Truck",1357530646.2203
"Momentum",2041,"West Virginia","Car",93543956.0558857
"Momentum",2041,"West Virginia","Light Truck",242284689.774317
"Momentum",2041,"Wisconsin","Car",362086114.243089
"Momentum",2041,"Wisconsin","Light Truck",876880892.94425
"Momentum",2041,"Wyoming","Car",31739596.0888999
"Momentum",2041,"Wyoming","Light Truck",89700148.590607
"Momentum",2042,"Alabama","Car",288168964.823018
"Momentum",2042,"Alabama","Light Truck",720598838.138726
"Momentum",2042,"Alaska","Car",45316415.1343163
"Momentum",2042,"Alaska","Light Truck",123963754.135185
"Momentum",2042,"Arizona","Car",438824716.262347
"Momentum",2042,"Arizona","Light Truck",1228441974.35083
"Momentum",2042,"Arkansas","Car",168902652.202829
"Momentum",2042,"Arkansas","Light Truck",446875475.217206
"Momentum",2042,"California","Car",2628131320.64866
"Momentum",2042,"California","Light Truck",6978319286.59489
"Momentum",2042,"Colorado","Car",381550489.780735
"Momentum",2042,"Colorado","Light Truck",1062440958.40362
"Momentum",2042,"Connecticut","Car",227140776.708955
"Momentum",2042,"Connecticut","Light Truck",574808241.797221
"Momentum",2042,"Delaware","Car",63076221.2484769
"Momentum",2042,"Delaware","Light Truck",162155310.543949
"Momentum",2042,"District of Columbia","Car",41856728.5452392
"Momentum",2042,"District of Columbia","Light Truck",107505131.699327
"Momentum",2042,"Florida","Car",1380752761.08064
"Momentum",2042,"Florida","Light Truck",3540793493.27693
"Momentum",2042,"Georgia","Car",651289172.808688
"Momentum",2042,"Georgia","Light Truck",1674230420.85586
"Momentum",2042,"Hawaii","Car",85359334.5093366
"Momentum",2042,"Hawaii","Light Truck",230476165.287347
"Momentum",2042,"Idaho","Car",113255950.177519
"Momentum",2042,"Idaho","Light Truck",318954059.503555
"Momentum",2042,"Illinois","Car",816777358.538066
"Momentum",2042,"Illinois","Light Truck",1974414623.08853
"Momentum",2042,"Indiana","Car",421720319.421378
"Momentum",2042,"Indiana","Light Truck",1022407024.38628
"Momentum",2042,"Iowa","Car",195420206.667084
"Momentum",2042,"Iowa","Light Truck",496222366.744918
"Momentum",2042,"Kansas","Car",174803522.01425
"Momentum",2042,"Kansas","Light Truck",443488737.471341
"Momentum",2042,"Kentucky","Car",262587194.998314
"Momentum",2042,"Kentucky","Light Truck",656564870.516832
"Momentum",2042,"Louisiana","Car",245758856.247675
"Momentum",2042,"Louisiana","Light Truck",650485337.027027
"Momentum",2042,"Maine","Car",89457023.524712
"Momentum",2042,"Maine","Light Truck",226939578.678398
"Momentum",2042,"Maryland","Car",393488375.571348
"Momentum",2042,"Maryland","Light Truck",1008132569.81547
"Momentum",2042,"Massachusetts","Car",454861030.599753
"Momentum",2042,"Massachusetts","Light Truck",1148702514.49835
"Momentum",2042,"Michigan","Car",643275771.009174
"Momentum",2042,"Michigan","Light Truck",1557886757.06755
"Momentum",2042,"Minnesota","Car",378690228.488129
"Momentum",2042,"Minnesota","Light Truck",958761699.942596
"Momentum",2042,"Mississippi","Car",163634709.914681
"Momentum",2042,"Mississippi","Light Truck",409610312.096395
"Momentum",2042,"Missouri","Car",367828238.925734
"Momentum",2042,"Missouri","Light Truck",932807961.450198
"Momentum",2042,"Montana","Car",67885536.5310937
"Momentum",2042,"Montana","Light Truck",191292131.366088
"Momentum",2042,"Nebraska","Car",120310845.309797
"Momentum",2042,"Nebraska","Light Truck",305301761.475458
"Momentum",2042,"Nevada","Car",197455036.511216
"Momentum",2042,"Nevada","Light Truck",550696202.064135
"Momentum",2042,"New Hampshire","Car",89392815.4127978
"Momentum",2042,"New Hampshire","Light Truck",226564549.055068
"Momentum",2042,"New Jersey","Car",621829576.550023
"Momentum",2042,"New Jersey","Light Truck",1557715116.3111
"Momentum",2042,"New Mexico","Car",117257840.311232
"Momentum",2042,"New Mexico","Light Truck",330016550.479009
"Momentum",2042,"New York","Car",1220142425.86005
"Momentum",2042,"New York","Light Truck",3076679461.64679
"Momentum",2042,"North Carolina","Car",633547103.389511
"Momentum",2042,"North Carolina","Light Truck",1631598890.29329
"Momentum",2042,"North Dakota","Car",50000396.7901097
"Momentum",2042,"North Dakota","Light Truck",127069396.863329
"Momentum",2042,"Ohio","Car",726295441.240985
"Momentum",2042,"Ohio","Light Truck",1760197706.70185
"Momentum",2042,"Oklahoma","Car",232743190.091277
"Momentum",2042,"Oklahoma","Light Truck",614233142.907605
"Momentum",2042,"Oregon","Car",263406519.611186
"Momentum",2042,"Oregon","Light Truck",711041487.734512
"Momentum",2042,"Pennsylvania","Car",789437069.707899
"Momentum",2042,"Pennsylvania","Light Truck",1993877830.3643
"Momentum",2042,"Rhode Island","Car",67189350.8429317
"Momentum",2042,"Rhode Island","Light Truck",170359532.646908
"Momentum",2042,"South Carolina","Car",302832668.671283
"Momentum",2042,"South Carolina","Light Truck",781931919.751509
"Momentum",2042,"South Dakota","Car",56779300.3774356
"Momentum",2042,"South Dakota","Light Truck",144286025.416833
"Momentum",2042,"Tennessee","Car",417738620.395733
"Momentum",2042,"Tennessee","Light Truck",1042853809.91438
"Momentum",2042,"Texas","Car",1790643904.3147
"Momentum",2042,"Texas","Light Truck",4713477053.98613
"Momentum",2042,"Utah","Car",210545023.315229
"Momentum",2042,"Utah","Light Truck",588915228.133144
"Momentum",2042,"Vermont","Car",44583644.8845633
"Momentum",2042,"Vermont","Light Truck",112489392.214893
"Momentum",2042,"Virginia","Car",533348226.653225
"Momentum",2042,"Virginia","Light Truck",1369854095.07845
"Momentum",2042,"Washington","Car",525519142.656685
"Momentum",2042,"Washington","Light Truck",1408292702.82002
"Momentum",2042,"West Virginia","Car",100331921.085868
"Momentum",2042,"West Virginia","Light Truck",259757662.513901
"Momentum",2042,"Wisconsin","Car",385203219.369902
"Momentum",2042,"Wisconsin","Light Truck",933199499.93073
"Momentum",2042,"Wyoming","Car",34046586.265265
"Momentum",2042,"Wyoming","Light Truck",96148514.6717824
"Momentum",2043,"Alabama","Car",305550720.94296
"Momentum",2043,"Alabama","Light Truck",763911306.11227
"Momentum",2043,"Alaska","Car",47913823.4932289
"Momentum",2043,"Alaska","Light Truck",131456313.514006
"Momentum",2043,"Arizona","Car",458023356.430877
"Momentum",2043,"Arizona","Light Truck",1283759239.86552
"Momentum",2043,"Arkansas","Car",179341613.446146
"Momentum",2043,"Arkansas","Light Truck",474255148.035728
"Momentum",2043,"California","Car",2651865626.07995
"Momentum",2043,"California","Light Truck",7102848694.20859
"Momentum",2043,"Colorado","Car",393839641.833662
"Momentum",2043,"Colorado","Light Truck",1099203970.00403
"Momentum",2043,"Connecticut","Car",237954794.654394
"Momentum",2043,"Connecticut","Light Truck",602713257.709019
"Momentum",2043,"Delaware","Car",65965004.7654056
"Momentum",2043,"Delaware","Light Truck",169796073.516592
"Momentum",2043,"District of Columbia","Car",43681599.7387922
"Momentum",2043,"District of Columbia","Light Truck",112356694.654852
"Momentum",2043,"Florida","Car",1435791437.55115
"Momentum",2043,"Florida","Light Truck",3688504510.94218
"Momentum",2043,"Georgia","Car",681030225.141157
"Momentum",2043,"Georgia","Light Truck",1752915854.86314
"Momentum",2043,"Hawaii","Car",88432025.8005778
"Momentum",2043,"Hawaii","Light Truck",240145216.363837
"Momentum",2043,"Idaho","Car",119695405.213277
"Momentum",2043,"Idaho","Light Truck",337049113.569976
"Momentum",2043,"Illinois","Car",855977438.2957
"Momentum",2043,"Illinois","Light Truck",2070948155.38428
"Momentum",2043,"Indiana","Car",445901513.134314
"Momentum",2043,"Indiana","Light Truck",1081419325.86541
"Momentum",2043,"Iowa","Car",207091347.300956
"Momentum",2043,"Iowa","Light Truck",526050497.558444
"Momentum",2043,"Kansas","Car",184762688.030979
"Momentum",2043,"Kansas","Light Truck",469001239.084882
"Momentum",2043,"Kentucky","Car",278346291.509553
"Momentum",2043,"Kentucky","Light Truck",695843736.313583
"Momentum",2043,"Louisiana","Car",261225687.084886
"Momentum",2043,"Louisiana","Light Truck",691008286.118004
"Momentum",2043,"Maine","Car",94281985.027344
"Momentum",2043,"Maine","Light Truck",239276231.632695
"Momentum",2043,"Maryland","Car",408311047.518214
"Momentum",2043,"Maryland","Light Truck",1048167294.30775
"Momentum",2043,"Massachusetts","Car",474108076.025701
"Momentum",2043,"Massachusetts","Light Truck",1198853866.44489
"Momentum",2043,"Michigan","Car",677968427.214582
"Momentum",2043,"Michigan","Light Truck",1642800920.16904
"Momentum",2043,"Minnesota","Car",397749676.25082
"Momentum",2043,"Minnesota","Light Truck",1007913927.98348
