"sheet","Name","Region","value","unit","impact"
"Sheet67","electricity, high voltage, import from CA-NS","US-NPCC",0.00527822420804597,"kg SO2eq/kWh","Acidification"
"Sheet68","electricity production, hard coal","US-NPCC",0.00547119277119464,"kg SO2eq/kWh","Acidification"
"Sheet69","electricity production, oil","US-NPCC",0.00914849503525161,"kg SO2eq/kWh","Acidification"
"Sheet7","electricity production, natural gas, combined cycle power plant","US-ASCC",0.000308309997606307,"kg SO2eq/kWh","Acidification"
"Sheet70","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-NPCC",0.000504569033430422,"kg SO2eq/kWh","Acidification"
"Sheet72","electricity production, natural gas, conventional power plant","US-NPCC",0.000346176757403603,"kg SO2eq/kWh","Acidification"
"Sheet73","electricity production, nuclear, pressure water reactor","US-NPCC",4.90622596736604e-05,"kg SO2eq/kWh","Acidification"
"Sheet74","electricity, high voltage, import from CA-NB","US-NPCC",0.00134566537952291,"kg SO2eq/kWh","Acidification"
"Sheet75","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-NPCC",0.000464522879289128,"kg SO2eq/kWh","Acidification"
"Sheet77","electricity, high voltage, import from CA-ON","US-NPCC",0.000145303803958004,"kg SO2eq/kWh","Acidification"
"Sheet78","electricity production, wind, >3MW turbine, onshore","US-NPCC",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet79","electricity production, hydro, pumped storage","US-NPCC",0.000355597482481701,"kg SO2eq/kWh","Acidification"
"Sheet8","electricity production, hydro, run-of-river","US-ASCC",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet80","electricity production, natural gas, combined cycle power plant","US-NPCC",0.000265581758786297,"kg SO2eq/kWh","Acidification"
"Sheet81","electricity production, hydro, pumped storage","US-RFC",0.00202889861989802,"kg SO2eq/kWh","Acidification"
"Sheet82","electricity production, wind, >3MW turbine, onshore","US-RFC",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet85","electricity production, natural gas, combined cycle power plant","US-RFC",0.000262758414334512,"kg SO2eq/kWh","Acidification"
"Sheet86","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-RFC",0.000464522879289128,"kg SO2eq/kWh","Acidification"
"Sheet87","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-RFC",0.000504569033430422,"kg SO2eq/kWh","Acidification"
"Sheet88","electricity production, wind, 1-3MW turbine, onshore","US-RFC",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
"Sheet89","electricity production, wind, <1MW turbine, onshore","US-RFC",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet9","electricity production, natural gas, conventional power plant","US-ASCC",0.000676988005549967,"kg SO2eq/kWh","Acidification"
"Sheet90","electricity production, lignite","US-RFC",0.00440468212736567,"kg SO2eq/kWh","Acidification"
"Sheet92","electricity production, natural gas, conventional power plant","US-RFC",0.000402713261485107,"kg SO2eq/kWh","Acidification"
"Sheet93","electricity production, nuclear, pressure water reactor","US-RFC",4.90622596736604e-05,"kg SO2eq/kWh","Acidification"
"Sheet94","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-RFC",0.000390962344691272,"kg SO2eq/kWh","Acidification"
"Sheet95","electricity production, hydro, reservoir, alpine region","US-RFC",2.48342913889241e-05,"kg SO2eq/kWh","Acidification"
"Sheet96","electricity production, hydro, run-of-river","US-RFC",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet98","electricity production, nuclear, boiling water reactor","US-RFC",5.17293275900488e-05,"kg SO2eq/kWh","Acidification"
