"Scenario","Year","State","vehSize","total_kwh"
"Momentum",2025,"Nebraska","Car",19024270.7991931
"Momentum",2025,"Nebraska","Light Truck",64794148.6072368
"Momentum",2025,"Nevada","Car",126480125.322674
"Momentum",2025,"Nevada","Light Truck",343435023.827837
"Momentum",2025,"New Hampshire","Car",23709252.0544331
"Momentum",2025,"New Hampshire","Light Truck",79254134.5752022
"Momentum",2025,"New Jersey","Car",365143365.740039
"Momentum",2025,"New Jersey","Light Truck",1081775358.27353
"Momentum",2025,"New Mexico","Car",30528737.3604555
"Momentum",2025,"New Mexico","Light Truck",82953950.0739014
"Momentum",2025,"New York","Car",375543706.898217
"Momentum",2025,"New York","Light Truck",1111500699.92366
"Momentum",2025,"North Carolina","Car",246400004.715253
"Momentum",2025,"North Carolina","Light Truck",531048023.95573
"Momentum",2025,"North Dakota","Car",3881748.93012108
"Momentum",2025,"North Dakota","Light Truck",13112028.1355024
"Momentum",2025,"Ohio","Car",137200384.50092
"Momentum",2025,"Ohio","Light Truck",444538696.852248
"Momentum",2025,"Oklahoma","Car",72083398.8639609
"Momentum",2025,"Oklahoma","Light Truck",164945190.866816
"Momentum",2025,"Oregon","Car",205376006.310406
"Momentum",2025,"Oregon","Light Truck",374575651.09802
"Momentum",2025,"Pennsylvania","Car",197529606.995713
"Momentum",2025,"Pennsylvania","Light Truck",584936365.178961
"Momentum",2025,"Rhode Island","Car",16472929.8835268
"Momentum",2025,"Rhode Island","Light Truck",55059053.5147967
"Momentum",2025,"South Carolina","Car",78502670.2480587
"Momentum",2025,"South Carolina","Light Truck",170489864.804302
"Momentum",2025,"South Dakota","Car",5219563.51393344
"Momentum",2025,"South Dakota","Light Truck",17748478.1618444
"Momentum",2025,"Tennessee","Car",110025456.51659
"Momentum",2025,"Tennessee","Light Truck",268982858.926193
"Momentum",2025,"Texas","Car",764303533.38983
"Momentum",2025,"Texas","Light Truck",1765309908.03031
"Momentum",2025,"Utah","Car",106930670.64179
"Momentum",2025,"Utah","Light Truck",290188515.853055
"Momentum",2025,"Vermont","Car",18591846.1710767
"Momentum",2025,"Vermont","Light Truck",62118152.5993199
"Momentum",2025,"Virginia","Car",281887828.273431
"Momentum",2025,"Virginia","Light Truck",603130701.307633
"Momentum",2025,"Washington","Car",514489536.018703
"Momentum",2025,"Washington","Light Truck",944347767.212014
"Momentum",2025,"West Virginia","Car",12453266.0837979
"Momentum",2025,"West Virginia","Light Truck",27471162.1500361
"Momentum",2025,"Wisconsin","Car",72160916.2032381
"Momentum",2025,"Wisconsin","Light Truck",233306933.921522
"Momentum",2025,"Wyoming","Car",3810771.2181363
"Momentum",2025,"Wyoming","Light Truck",10369945.5813149
"Momentum",2026,"Alabama","Car",73956499.6175744
"Momentum",2026,"Alabama","Light Truck",190342256.214801
"Momentum",2026,"Alaska","Car",14641214.3032924
"Momentum",2026,"Alaska","Light Truck",28086678.3096636
"Momentum",2026,"Arizona","Car",310734562.020736
"Momentum",2026,"Arizona","Light Truck",846482739.38536
"Momentum",2026,"Arkansas","Car",40537438.2419089
"Momentum",2026,"Arkansas","Light Truck",100054069.255107
"Momentum",2026,"California","Car",5184300432.47484
"Momentum",2026,"California","Light Truck",9762628444.07172
"Momentum",2026,"Colorado","Car",345241583.105586
"Momentum",2026,"Colorado","Light Truck",941622013.591118
"Momentum",2026,"Connecticut","Car",106591045.452867
"Momentum",2026,"Connecticut","Light Truck",354402996.759942
"Momentum",2026,"Delaware","Car",40553324.7783412
"Momentum",2026,"Delaware","Light Truck",91989088.2841775
"Momentum",2026,"District of Columbia","Car",32284125.704899
"Momentum",2026,"District of Columbia","Light Truck",71696440.2096323
"Momentum",2026,"Florida","Car",1153243901.01264
"Momentum",2026,"Florida","Light Truck",2598691246.29621
"Momentum",2026,"Georgia","Car",441913809.659681
"Momentum",2026,"Georgia","Light Truck",998840708.927384
"Momentum",2026,"Hawaii","Car",97639930.9868842
"Momentum",2026,"Hawaii","Light Truck",182602853.19779
"Momentum",2026,"Idaho","Car",38007389.6866243
"Momentum",2026,"Idaho","Light Truck",103853550.633602
"Momentum",2026,"Illinois","Car",365950715.853936
"Momentum",2026,"Illinois","Light Truck",1170231639.15852
"Momentum",2026,"Indiana","Car",111338687.266445
"Momentum",2026,"Indiana","Light Truck",355027023.327567
"Momentum",2026,"Iowa","Car",40099814.9530117
"Momentum",2026,"Iowa","Light Truck",134922354.807227
"Momentum",2026,"Kansas","Car",46586111.7670551
"Momentum",2026,"Kansas","Light Truck",156885719.684205
"Momentum",2026,"Kentucky","Car",66926343.3547799
"Momentum",2026,"Kentucky","Light Truck",172390310.86227
"Momentum",2026,"Louisiana","Car",51976907.5875459
"Momentum",2026,"Louisiana","Light Truck",129265346.13594
"Momentum",2026,"Maine","Car",28344850.7757544
"Momentum",2026,"Maine","Light Truck",94246512.7078161
"Momentum",2026,"Maryland","Car",335073633.628494
"Momentum",2026,"Maryland","Light Truck",757369081.881533
"Momentum",2026,"Massachusetts","Car",254476889.270532
"Momentum",2026,"Massachusetts","Light Truck",846352445.548994
"Momentum",2026,"Michigan","Car",206574098.397361
"Momentum",2026,"Michigan","Light Truck",659504621.03477
"Momentum",2026,"Minnesota","Car",139546450.379034
"Momentum",2026,"Minnesota","Light Truck",470645633.970939
"Momentum",2026,"Mississippi","Car",28301331.5878373
"Momentum",2026,"Mississippi","Light Truck",73968137.6897705
"Momentum",2026,"Missouri","Car",108576260.419471
"Momentum",2026,"Missouri","Light Truck",365840550.351423
"Momentum",2026,"Montana","Car",20238550.3191035
"Momentum",2026,"Montana","Light Truck",55313336.7992372
"Momentum",2026,"Nebraska","Car",29520989.4886172
"Momentum",2026,"Nebraska","Light Truck",99370332.2293501
"Momentum",2026,"Nevada","Car",173207478.838079
"Momentum",2026,"Nevada","Light Truck",472334600.605517
"Momentum",2026,"New Hampshire","Car",34011956.6780488
"Momentum",2026,"New Hampshire","Light Truck",113095013.722484
"Momentum",2026,"New Jersey","Car",511810559.087889
"Momentum",2026,"New Jersey","Light Truck",1505077217.26023
"Momentum",2026,"New Mexico","Car",45072507.4172514
"Momentum",2026,"New Mexico","Light Truck",123136441.109628
"Momentum",2026,"New York","Car",549050613.281537
"Momentum",2026,"New York","Light Truck",1612902387.29651
"Momentum",2026,"North Carolina","Car",347220298.271811
"Momentum",2026,"North Carolina","Light Truck",789508362.877928
"Momentum",2026,"North Dakota","Car",6881281.95055523
"Momentum",2026,"North Dakota","Light Truck",23021018.2206769
"Momentum",2026,"Ohio","Car",208656958.95337
"Momentum",2026,"Ohio","Light Truck",665632009.726412
"Momentum",2026,"Oklahoma","Car",101099133.875628
"Momentum",2026,"Oklahoma","Light Truck",243959568.933633
"Momentum",2026,"Oregon","Car",273546504.463047
"Momentum",2026,"Oregon","Light Truck",516238589.949211
"Momentum",2026,"Pennsylvania","Car",292091073.367387
"Momentum",2026,"Pennsylvania","Light Truck",858003559.582923
"Momentum",2026,"Rhode Island","Car",24171551.2433932
"Momentum",2026,"Rhode Island","Light Truck",80379956.0181992
"Momentum",2026,"South Carolina","Car",115550905.170465
"Momentum",2026,"South Carolina","Light Truck",265353846.948378
"Momentum",2026,"South Dakota","Car",8795024.58072031
"Momentum",2026,"South Dakota","Light Truck",29534431.7075534
"Momentum",2026,"Tennessee","Car",160076397.815429
"Momentum",2026,"Tennessee","Light Truck",407888477.487186
"Momentum",2026,"Texas","Car",1067496015.24307
"Momentum",2026,"Texas","Light Truck",2592369063.927
"Momentum",2026,"Utah","Car",147866661.272655
"Momentum",2026,"Utah","Light Truck",403164221.987339
"Momentum",2026,"Vermont","Car",26000390.8852687
"Momentum",2026,"Vermont","Light Truck",86473295.921946
"Momentum",2026,"Virginia","Car",385793090.099104
"Momentum",2026,"Virginia","Light Truck",869673624.652143
"Momentum",2026,"Washington","Car",689942590.126328
"Momentum",2026,"Washington","Light Truck",1309033155.36978
"Momentum",2026,"West Virginia","Car",20489621.4702012
"Momentum",2026,"West Virginia","Light Truck",48005373.7216503
"Momentum",2026,"Wisconsin","Car",110531545.748301
"Momentum",2026,"Wisconsin","Light Truck",352136967.983625
"Momentum",2026,"Wyoming","Car",6326646.31477964
"Momentum",2026,"Wyoming","Light Truck",17324348.910286
"Momentum",2027,"Alabama","Car",114311799.08973
"Momentum",2027,"Alabama","Light Truck",304050029.512807
"Momentum",2027,"Alaska","Car",21883005.9815596
"Momentum",2027,"Alaska","Light Truck",43380627.4981856
"Momentum",2027,"Arizona","Car",423931206.996562
"Momentum",2027,"Arizona","Light Truck",1159066132.09576
"Momentum",2027,"Arkansas","Car",63173745.5142882
"Momentum",2027,"Arkansas","Light Truck",162984750.054577
"Momentum",2027,"California","Car",6708300318.65872
"Momentum",2027,"California","Light Truck",12989556935.7913
"Momentum",2027,"Colorado","Car",469800437.091855
"Momentum",2027,"Colorado","Light Truck",1285652140.76127
"Momentum",2027,"Connecticut","Car",150206935.470505
"Momentum",2027,"Connecticut","Light Truck",496744688.498069
"Momentum",2027,"Delaware","Car",55908088.2086247
"Momentum",2027,"Delaware","Light Truck",132286185.232109
"Momentum",2027,"District of Columbia","Car",42996859.6350896
"Momentum",2027,"District of Columbia","Light Truck",99874436.9253153
"Momentum",2027,"Florida","Car",1556410608.52201
"Momentum",2027,"Florida","Light Truck",3657652084.83686
"Momentum",2027,"Georgia","Car",606067331.052444
"Momentum",2027,"Georgia","Light Truck",1430328910.3302
"Momentum",2027,"Hawaii","Car",127466693.959738
"Momentum",2027,"Hawaii","Light Truck",245796572.445675
"Momentum",2027,"Idaho","Car",56592257.1163453
"Momentum",2027,"Idaho","Light Truck",155258917.804413
"Momentum",2027,"Illinois","Car",523401473.14442
"Momentum",2027,"Illinois","Light Truck",1649867715.25301
"Momentum",2027,"Indiana","Car",170137742.000919
"Momentum",2027,"Indiana","Light Truck",534458559.759181
"Momentum",2027,"Iowa","Car",63344621.8418301
"Momentum",2027,"Iowa","Light Truck",210261053.403593
"Momentum",2027,"Kansas","Car",71033793.6842479
"Momentum",2027,"Kansas","Light Truck",236074598.815219
"Momentum",2027,"Kentucky","Car",103276359.488234
"Momentum",2027,"Kentucky","Light Truck",274810620.68392
"Momentum",2027,"Louisiana","Car",83648972.4885641
"Momentum",2027,"Louisiana","Light Truck",217291219.439935
"Momentum",2027,"Maine","Car",41637813.2399066
"Momentum",2027,"Maine","Light Truck",137671979.866458
"Momentum",2027,"Maryland","Car",452593092.598493
"Momentum",2027,"Maryland","Light Truck",1066031508.26817
"Momentum",2027,"Massachusetts","Car",355027630.622447
"Momentum",2027,"Massachusetts","Light Truck",1174495519.37411
"Momentum",2027,"Michigan","Car",306862252.053515
"Momentum",2027,"Michigan","Light Truck",965372693.797256
"Momentum",2027,"Minnesota","Car",202717211.401674
"Momentum",2027,"Minnesota","Light Truck",675007080.274501
"Momentum",2027,"Mississippi","Car",47670822.3376937
"Momentum",2027,"Mississippi","Light Truck",128510954.153266
"Momentum",2027,"Missouri","Car",163439670.2247
"Momentum",2027,"Missouri","Light Truck",543502576.559595
"Momentum",2027,"Montana","Car",30335164.1197471
"Momentum",2027,"Montana","Light Truck",83238632.225732
"Momentum",2027,"Nebraska","Car",45453218.6304976
"Momentum",2027,"Nebraska","Light Truck",150988322.904834
"Momentum",2027,"Nevada","Car",234911951.653844
"Momentum",2027,"Nevada","Light Truck",642723693.606798
"Momentum",2027,"New Hampshire","Car",48672506.8935058
"Momentum",2027,"New Hampshire","Light Truck",160953923.092766
"Momentum",2027,"New Jersey","Car",704818339.985224
"Momentum",2027,"New Jersey","Light Truck",2056945617.47712
"Momentum",2027,"New Mexico","Car",66311745.4946137
"Momentum",2027,"New Mexico","Light Truck",181871572.125163
"Momentum",2027,"New York","Car",792583852.663085
"Momentum",2027,"New York","Light Truck",2310119584.57987
"Momentum",2027,"North Carolina","Car",486399859.430615
"Momentum",2027,"North Carolina","Light Truck",1154655232.64744
"Momentum",2027,"North Dakota","Car",11788873.3582835
"Momentum",2027,"North Dakota","Light Truck",38950944.2541502
"Momentum",2027,"Ohio","Car",315031446.568066
"Momentum",2027,"Ohio","Light Truck",990138023.336332
"Momentum",2027,"Oklahoma","Car",142675126.940283
"Momentum",2027,"Oklahoma","Light Truck",359774600.605279
"Momentum",2027,"Oregon","Car",363416235.090058
"Momentum",2027,"Oregon","Light Truck",706411670.556095
"Momentum",2027,"Pennsylvania","Car",428904390.096984
"Momentum",2027,"Pennsylvania","Light Truck",1249812125.0056
"Momentum",2027,"Rhode Island","Car",35202282.2900186
"Momentum",2027,"Rhode Island","Light Truck",116410786.78012
"Momentum",2027,"South Carolina","Car",169329768.891792
"Momentum",2027,"South Carolina","Light Truck",406293069.009812
"Momentum",2027,"South Dakota","Car",14621638.8469485
"Momentum",2027,"South Dakota","Light Truck",48434964.5290675
"Momentum",2027,"Tennessee","Car",232106509.12677
"Momentum",2027,"Tennessee","Light Truck",611000953.378947
"Momentum",2027,"Texas","Car",1480216494.96677
"Momentum",2027,"Texas","Light Truck",3742100860.35818
"Momentum",2027,"Utah","Car",203050200.518916
"Momentum",2027,"Utah","Light Truck",555604216.260025
"Momentum",2027,"Vermont","Car",35957455.7365522
"Momentum",2027,"Vermont","Light Truck",118946844.079804
"Momentum",2027,"Virginia","Car",524603350.698154
"Momentum",2027,"Virginia","Light Truck",1234227225.13355
"Momentum",2027,"Washington","Car",914482105.675321
"Momentum",2027,"Washington","Light Truck",1784029414.42071
"Momentum",2027,"West Virginia","Car",33300519.4191898
"Momentum",2027,"West Virginia","Light Truck",81526896.0106771
"Momentum",2027,"Wisconsin","Car",166932046.448598
"Momentum",2027,"Wisconsin","Light Truck",524266753.870667
"Momentum",2027,"Wyoming","Car",10397642.0004621
"Momentum",2027,"Wyoming","Light Truck",28596853.102568
"Momentum",2028,"Alabama","Car",164848054.842357
"Momentum",2028,"Alabama","Light Truck",449613391.688016
"Momentum",2028,"Alaska","Car",30853021.9936394
"Momentum",2028,"Alaska","Light Truck",62846379.0580419
"Momentum",2028,"Arizona","Car",550789042.663398
"Momentum",2028,"Arizona","Light Truck",1512520141.83629
"Momentum",2028,"Arkansas","Car",92022277.7293898
"Momentum",2028,"Arkansas","Light Truck",245109119.57496
"Momentum",2028,"California","Car",8269862045.27826
"Momentum",2028,"California","Light Truck",16389311154.9836
"Momentum",2028,"Colorado","Car",604041521.351318
"Momentum",2028,"Colorado","Light Truck",1659782943.39714
"Momentum",2028,"Connecticut","Car",200023863.930248
"Momentum",2028,"Connecticut","Light Truck",660483237.218001
"Momentum",2028,"Delaware","Car",73057366.1478021
"Momentum",2028,"Delaware","Light Truck",178602543.846042
"Momentum",2028,"District of Columbia","Car",54841774.8542007
"Momentum",2028,"District of Columbia","Light Truck",131960021.88818
"Momentum",2028,"Florida","Car",1995586773.27857
"Momentum",2028,"Florida","Light Truck",4845056645.14805
"Momentum",2028,"Georgia","Car",789230515.118587
"Momentum",2028,"Georgia","Light Truck",1925790746.85599
"Momentum",2028,"Hawaii","Car",159867453.331473
"Momentum",2028,"Hawaii","Light Truck",316417235.939375
"Momentum",2028,"Idaho","Car",79204222.5473491
"Momentum",2028,"Idaho","Light Truck",218396483.613403
"Momentum",2028,"Illinois","Car",704704637.170923
"Momentum",2028,"Illinois","Light Truck",2200877782.15157
"Momentum",2028,"Indiana","Car",242694682.520416
"Momentum",2028,"Indiana","Light Truck",755553145.565101
"Momentum",2028,"Iowa","Car",92899290.722009
"Momentum",2028,"Iowa","Light Truck",305651608.092534
"Momentum",2028,"Kansas","Car",101191858.203101
"Momentum",2028,"Kansas","Light Truck",333323105.724732
"Momentum",2028,"Kentucky","Car",148623351.521986
"Momentum",2028,"Kentucky","Light Truck",405430900.510879
"Momentum",2028,"Louisiana","Car",124676341.359034
"Momentum",2028,"Louisiana","Light Truck",334061011.221307
"Momentum",2028,"Maine","Car",57446764.7411197
"Momentum",2028,"Maine","Light Truck",189701267.367801
"Momentum",2028,"Maryland","Car",579627462.919352
"Momentum",2028,"Maryland","Light Truck",1409446363.42594
"Momentum",2028,"Massachusetts","Car",467078813.867628
"Momentum",2028,"Massachusetts","Light Truck",1542620076.36252
"Momentum",2028,"Michigan","Car",426925424.263201
"Momentum",2028,"Michigan","Light Truck",1330880728.71777
"Momentum",2028,"Minnesota","Car",276666778.344393
"Momentum",2028,"Minnesota","Light Truck",913087070.818309
"Momentum",2028,"Mississippi","Car",73069431.4898627
"Momentum",2028,"Mississippi","Light Truck",201626545.711985
"Momentum",2028,"Missouri","Car",230259623.373777
"Momentum",2028,"Missouri","Light Truck",758883143.804368
"Momentum",2028,"Montana","Car",42774441.0830318
"Momentum",2028,"Montana","Light Truck",117970060.874753
"Momentum",2028,"Nebraska","Car",65241056.2085291
"Momentum",2028,"Nebraska","Light Truck",214816632.34024
"Momentum",2028,"Nevada","Car",302073909.01867
"Momentum",2028,"Nevada","Light Truck",829796873.496334
"Momentum",2028,"New Hampshire","Car",65812528.2516362
"Momentum",2028,"New Hampshire","Light Truck",217309465.112325
"Momentum",2028,"New Jersey","Car",913469465.864823
"Momentum",2028,"New Jersey","Light Truck",2655941692.64653
"Momentum",2028,"New Mexico","Car",91843048.6498747
"Momentum",2028,"New Mexico","Light Truck",253149310.59963
"Momentum",2028,"New York","Car",1074035215.71639
"Momentum",2028,"New York","Light Truck",3119895492.10114
"Momentum",2028,"North Carolina","Car",645463023.581843
"Momentum",2028,"North Carolina","Light Truck",1584076479.69646
"Momentum",2028,"North Dakota","Car",18258980.705875
"Momentum",2028,"North Dakota","Light Truck",59874854.2799819
"Momentum",2028,"Ohio","Car",444892689.352695
"Momentum",2028,"Ohio","Light Truck",1385710130.59043
"Momentum",2028,"Oklahoma","Car",191912597.692331
"Momentum",2028,"Oklahoma","Light Truck",500224848.094396
"Momentum",2028,"Oregon","Car",460948476.353478
"Momentum",2028,"Oregon","Light Truck",918595071.269194
"Momentum",2028,"Pennsylvania","Car",591556118.163284
"Momentum",2028,"Pennsylvania","Light Truck",1717938465.58029
"Momentum",2028,"Rhode Island","Car",48189480.9409425
"Momentum",2028,"Rhode Island","Light Truck",159141282.340174
"Momentum",2028,"South Carolina","Car",233706912.201527
"Momentum",2028,"South Carolina","Light Truck",579872126.785699
"Momentum",2028,"South Dakota","Car",22277032.8446872
"Momentum",2028,"South Dakota","Light Truck",73169787.8721579
"Momentum",2028,"Tennessee","Car",317641434.807578
"Momentum",2028,"Tennessee","Light Truck",857562682.550859
"Momentum",2028,"Texas","Car",1946282956.8841
"Momentum",2028,"Texas","Light Truck",5071922587.09364
"Momentum",2028,"Utah","Car",264434222.647278
"Momentum",2028,"Utah","Light Truck",726683990.289213
"Momentum",2028,"Vermont","Car",46954821.6436469
"Momentum",2028,"Vermont","Light Truck",155073376.669394
"Momentum",2028,"Virginia","Car",678080380.326907
"Momentum",2028,"Virginia","Light Truck",1649049472.57635
"Momentum",2028,"Washington","Car",1150610833.19837
"Momentum",2028,"Washington","Light Truck",2297514505.59685
"Momentum",2028,"West Virginia","Car",49836158.5281795
"Momentum",2028,"West Virginia","Light Truck",126039556.569819
"Momentum",2028,"Wisconsin","Car",235043862.211521
"Momentum",2028,"Wisconsin","Light Truck",731774456.926119
"Momentum",2028,"Wyoming","Car",15715550.6415631
"Momentum",2028,"Wyoming","Light Truck",43463547.8882516
"Momentum",2029,"Alabama","Car",236606520.538708
"Momentum",2029,"Alabama","Light Truck",656583462.32383
"Momentum",2029,"Alaska","Car",43480457.3734472
"Momentum",2029,"Alaska","Light Truck",90380778.7828135
"Momentum",2029,"Arizona","Car",714062218.130322
"Momentum",2029,"Arizona","Light Truck",1964878698.20755
"Momentum",2029,"Arkansas","Car",133442578.25128
"Momentum",2029,"Arkansas","Light Truck",363773365.156769
"Momentum",2029,"California","Car",10108064675.8697
"Momentum",2029,"California","Light Truck",20411512927.5192
"Momentum",2029,"Colorado","Car",770001351.669995
"Momentum",2029,"Colorado","Light Truck",2119205387.12549
"Momentum",2029,"Connecticut","Car",265278562.830105
"Momentum",2029,"Connecticut","Light Truck",873399210.139077
"Momentum",2029,"Delaware","Car",95135733.903356
"Momentum",2029,"Delaware","Light Truck",238556227.319992
"Momentum",2029,"District of Columbia","Car",69965011.9904764
"Momentum",2029,"District of Columbia","Light Truck",173142615.925649
"Momentum",2029,"Florida","Car",2547507934.60128
"Momentum",2029,"Florida","Light Truck",6345309312.96764
"Momentum",2029,"Georgia","Car",1024994598.40583
"Momentum",2029,"Georgia","Light Truck",2566948451.62949
"Momentum",2029,"Hawaii","Car",200526259.170768
"Momentum",2029,"Hawaii","Light Truck",405445047.558751
"Momentum",2029,"Idaho","Car",110519491.989621
"Momentum",2029,"Idaho","Light Truck",305331673.392218
"Momentum",2029,"Illinois","Car",943328041.92521
"Momentum",2029,"Illinois","Light Truck",2917317931.54752
"Momentum",2029,"Indiana","Car",344175503.56948
"Momentum",2029,"Indiana","Light Truck",1061067946.68913
"Momentum",2029,"Iowa","Car",135172759.58965
"Momentum",2029,"Iowa","Light Truck",440461255.664732
"Momentum",2029,"Kansas","Car",143290151.588413
"Momentum",2029,"Kansas","Light Truck",467446565.677617
"Momentum",2029,"Kentucky","Car",212819193.583529
"Momentum",2029,"Kentucky","Light Truck",590581709.25271
"Momentum",2029,"Louisiana","Car",184297087.373019
"Momentum",2029,"Louisiana","Light Truck",504829958.097498
"Momentum",2029,"Maine","Car",78919114.6435818
"Momentum",2029,"Maine","Light Truck",259858246.946772
"Momentum",2029,"Maryland","Car",738010081.109903
"Momentum",2029,"Maryland","Light Truck",1839967636.63317
"Momentum",2029,"Massachusetts","Car",610375267.809768
"Momentum",2029,"Massachusetts","Light Truck",2009869492.49618
"Momentum",2029,"Michigan","Car",590575008.284914
"Momentum",2029,"Michigan","Light Truck",1823066892.20847
"Momentum",2029,"Minnesota","Car",375292943.469439
"Momentum",2029,"Minnesota","Light Truck",1226696957.34709
"Momentum",2029,"Mississippi","Car",110389987.97747
"Momentum",2029,"Mississippi","Light Truck",309227033.039051
"Momentum",2029,"Missouri","Car",322539725.10883
"Momentum",2029,"Missouri","Light Truck",1052763175.99199
"Momentum",2029,"Montana","Car",60181159.0747899
"Momentum",2029,"Montana","Light Truck",166302052.077558
"Momentum",2029,"Nebraska","Car",93017005.6596528
"Momentum",2029,"Nebraska","Light Truck",303335204.025617
"Momentum",2029,"Nevada","Car",385981345.674975
"Momentum",2029,"Nevada","Light Truck",1062111887.10802
"Momentum",2029,"New Hampshire","Car",88749478.3202698
"Momentum",2029,"New Hampshire","Light Truck",292203609.405927
"Momentum",2029,"New Jersey","Car",1171946429.95129
"Momentum",2029,"New Jersey","Light Truck",3390713078.4762
"Momentum",2029,"New Mexico","Car",126843171.02078
"Momentum",2029,"New Mexico","Light Truck",350286779.197788
"Momentum",2029,"New York","Car",1446449505.46006
"Momentum",2029,"New York","Light Truck",4181177161.82521
"Momentum",2029,"North Carolina","Car",854693458.97763
"Momentum",2029,"North Carolina","Light Truck",2152029778.43552
"Momentum",2029,"North Dakota","Car",27769721.7510654
"Momentum",2029,"North Dakota","Light Truck",90248915.2581512
"Momentum",2029,"Ohio","Car",624907082.206713
"Momentum",2029,"Ohio","Light Truck",1927424851.13085
"Momentum",2029,"Oklahoma","Car",258589287.133584
"Momentum",2029,"Oklahoma","Light Truck",691582394.569482
"Momentum",2029,"Oregon","Car",583054322.57797
"Momentum",2029,"Oregon","Light Truck",1185508935.19892
"Momentum",2029,"Pennsylvania","Car",812347469.0847
"Momentum",2029,"Pennsylvania","Light Truck",2347666626.39979
"Momentum",2029,"Rhode Island","Car",65673673.3764822
"Momentum",2029,"Rhode Island","Light Truck",216253061.643947
"Momentum",2029,"South Carolina","Car",321872823.791479
"Momentum",2029,"South Carolina","Light Truck",818922121.978841
"Momentum",2029,"South Dakota","Car",33503995.4198098
"Momentum",2029,"South Dakota","Light Truck",109009680.434294
"Momentum",2029,"Tennessee","Car",433966547.684631
"Momentum",2029,"Tennessee","Light Truck",1193255146.90532
"Momentum",2029,"Texas","Car",2550800790.29924
"Momentum",2029,"Texas","Light Truck",6806928013.46366
"Momentum",2029,"Utah","Car",342833868.954867
"Momentum",2029,"Utah","Light Truck",943883460.085475
"Momentum",2029,"Vermont","Car",60896089.3316077
"Momentum",2029,"Vermont","Light Truck",200506851.118205
"Momentum",2029,"Virginia","Car",873820087.725985
"Momentum",2029,"Virginia","Light Truck",2181044710.76917
"Momentum",2029,"Washington","Car",1436438525.36157
"Momentum",2029,"Washington","Light Truck",2921952939.8523
"Momentum",2029,"West Virginia","Car",73855443.0980546
"Momentum",2029,"West Virginia","Light Truck",191085464.021929
"Momentum",2029,"Wisconsin","Car",328583482.230654
"Momentum",2029,"Wisconsin","Light Truck",1013243926.44612
"Momentum",2029,"Wyoming","Car",23500791.8325309
"Momentum",2029,"Wyoming","Light Truck",65103911.4792728
"Momentum",2030,"Alabama","Car",323997430.428629
"Momentum",2030,"Alabama","Light Truck",908126934.325441
"Momentum",2030,"Alaska","Car",58684323.7861892
"Momentum",2030,"Alaska","Light Truck",123698337.859962
"Momentum",2030,"Arizona","Car",894508751.222332
"Momentum",2030,"Arizona","Light Truck",2461380498.93141
"Momentum",2030,"Arkansas","Car",184433817.283798
"Momentum",2030,"Arkansas","Light Truck",509821252.216647
"Momentum",2030,"California","Car",11930240926.5468
"Momentum",2030,"California","Light Truck",24427895911.6207
"Momentum",2030,"Colorado","Car",945697629.083473
"Momentum",2030,"Colorado","Light Truck",2602118535.11075
"Momentum",2030,"Connecticut","Car",338588738.01493
"Momentum",2030,"Connecticut","Light Truck",1111503243.27288
"Momentum",2030,"Delaware","Car",119657700.091823
"Momentum",2030,"Delaware","Light Truck",305288416.675625
"Momentum",2030,"District of Columbia","Car",86546136.6053701
"Momentum",2030,"District of Columbia","Light Truck",218453563.45595
"Momentum",2030,"Florida","Car",3144531584.3693
"Momentum",2030,"Florida","Light Truck",7972315490.62376
"Momentum",2030,"Georgia","Car",1284901560.78962
"Momentum",2030,"Georgia","Light Truck",3277170007.65254
"Momentum",2030,"Hawaii","Car",243774459.844316
"Momentum",2030,"Hawaii","Light Truck",500955962.323502
"Momentum",2030,"Idaho","Car",147749230.083486
"Momentum",2030,"Idaho","Light Truck",408054131.366722
"Momentum",2030,"Illinois","Car",1213621968.41579
"Momentum",2030,"Illinois","Light Truck",3717693988.08666
"Momentum",2030,"Indiana","Car",465997019.371173
"Momentum",2030,"Indiana","Light Truck",1423172267.8874
"Momentum",2030,"Iowa","Car",186945216.300573
"Momentum",2030,"Iowa","Light Truck",603452819.408903
"Momentum",2030,"Kansas","Car",193751903.045265
"Momentum",2030,"Kansas","Light Truck",626114471.713464
"Momentum",2030,"Kentucky","Car",290797292.8474
"Momentum",2030,"Kentucky","Light Truck",815032794.344329
"Momentum",2030,"Louisiana","Car",258412297.467719
"Momentum",2030,"Louisiana","Light Truck",717103769.25442
"Momentum",2030,"Maine","Car",103942251.353465
"Momentum",2030,"Maine","Light Truck",341276651.185084
"Momentum",2030,"Maryland","Car",907917769.230603
"Momentum",2030,"Maryland","Light Truck",2302927131.29066
"Momentum",2030,"Massachusetts","Car",767542726.49215
"Momentum",2030,"Massachusetts","Light Truck",2519855259.1942
"Momentum",2030,"Michigan","Car",782540093.672861
"Momentum",2030,"Michigan","Light Truck",2392908096.19321
"Momentum",2030,"Minnesota","Car",488593062.335839
"Momentum",2030,"Minnesota","Light Truck",1582077288.19441
"Momentum",2030,"Mississippi","Car",157162595.696017
"Momentum",2030,"Mississippi","Light Truck",443814177.627052
"Momentum",2030,"Missouri","Car",432088573.02937
"Momentum",2030,"Missouri","Light Truck",1397021981.03224
"Momentum",2030,"Montana","Car",81067814.3567757
"Momentum",2030,"Montana","Light Truck",223934381.092976
"Momentum",2030,"Nebraska","Car",126484094.622635
